Orig,ndcg,Bow,ndcg,Vector,ndcg
overt,0.553791539,overt,0.531143094,overt,0.553971343
journalist,0.790696654,journalist,0.567159977,journalist,0.792750196
centuries,0.664484745,centuries,0.58556006,centuries,0.66556179
gasp,0.542064749,gasp,0.525405463,gasp,0.542407169
morbid,0.618391209,morbid,0.550716022,morbid,0.618975423
smitten,0.614217547,smitten,0.577996252,smitten,0.616333461
rambling,0.556947801,rambling,0.513335806,rambling,0.556740209
drab,0.57182083,drab,0.546681096,drab,0.572060577
cooper,0.516033815,cooper,0.445013577,cooper,0.519593583
spielberg,0.680722844,spielberg,0.450728377,spielberg,0.662706434
insanely,0.616629522,insanely,0.535070408,insanely,0.617652592
adept,0.570705734,adept,0.533358634,adept,0.57706463
arrogance,0.58707639,arrogance,0.53827076,arrogance,0.586719207
mystical,0.667612592,mystical,0.606173514,mystical,0.670337873
flag,0.632671097,flag,0.531964613,flag,0.634423283
nerdy,0.705120099,nerdy,0.569835605,nerdy,0.703274698
dreamed,0.567245014,dreamed,0.52587979,dreamed,0.567288624
politicians,0.743065881,politicians,0.602437174,politicians,0.744483217
quentin,0.688276979,quentin,0.486624597,quentin,0.694028421
bubble,0.466894386,bubble,0.450716024,bubble,0.468359876
nephew,0.59068947,nephew,0.531141214,nephew,0.591500491
casually,0.60400572,casually,0.548517032,casually,0.601831292
lure,0.571159032,lure,0.53651612,lure,0.572559847
foster,0.51882049,foster,0.443324516,foster,0.52238807
gloomy,0.572135309,gloomy,0.504816709,gloomy,0.573110237
reflecting,0.528377576,reflecting,0.516787735,reflecting,0.529588768
toes,0.54429767,toes,0.511777596,toes,0.546009051
approximately,0.547956566,approximately,0.52823716,approximately,0.548266446
files,0.628876051,files,0.526558953,files,0.6334664
crushed,0.563533075,crushed,0.535063506,crushed,0.564894027
arresting,0.599139316,arresting,0.558485118,arresting,0.598731056
shelves,0.547077216,shelves,0.531898803,shelves,0.547202298
donald,0.625165039,donald,0.482817649,donald,0.625094967
spectacularly,0.551325698,spectacularly,0.526002852,spectacularly,0.551908499
launched,0.623330085,launched,0.557400899,launched,0.623106445
underworld,0.704815547,underworld,0.504853947,underworld,0.69305112
decency,0.598241378,decency,0.533687049,decency,0.604845825
tempered,0.559208986,tempered,0.542153057,tempered,0.559504525
sane,0.623581293,sane,0.539365546,sane,0.626272059
boost,0.53636644,boost,0.509985338,boost,0.536225528
preserve,0.582213204,preserve,0.549293005,preserve,0.582158043
phase,0.551335734,phase,0.524307507,phase,0.554207063
indifferent,0.566819955,indifferent,0.533215415,indifferent,0.567715953
adored,0.56747978,adored,0.526877595,adored,0.56861817
prevalent,0.553003387,prevalent,0.536162257,prevalent,0.554025696
quirks,0.62928199,quirks,0.547384052,quirks,0.630279303
extremes,0.55803693,extremes,0.505389832,extremes,0.559683579
pig,0.516262574,pig,0.449746879,pig,0.518085591
waking,0.518381483,waking,0.452342526,waking,0.519606932
reservations,0.491855388,reservations,0.455071224,reservations,0.491207962
outsider,0.481255911,outsider,0.404751211,outsider,0.481870945
hinted,0.553472719,hinted,0.527919259,hinted,0.553638507
slimy,0.663751451,slimy,0.568374376,slimy,0.665202458
harris,0.555330961,harris,0.481903959,harris,0.554257547
distorted,0.603423331,distorted,0.545917744,distorted,0.609928982
originals,0.664544386,originals,0.556877282,originals,0.663861945
breed,0.524693109,breed,0.465580847,breed,0.524415235
commander,0.735082154,commander,0.639118061,commander,0.736240359
aiming,0.558598054,aiming,0.533180318,aiming,0.559939987
feeding,0.587595658,feeding,0.521627695,feeding,0.589192534
fuss,0.544496878,fuss,0.512094897,fuss,0.544054706
rejects,0.556061728,rejects,0.492881886,rejects,0.555194315
chopped,0.59308459,chopped,0.544235725,chopped,0.593227797
eaten,0.644984298,eaten,0.552325976,eaten,0.644192894
similarity,0.557217291,similarity,0.54308129,similarity,0.558563349
consumed,0.578092489,consumed,0.538210817,consumed,0.578695745
chorus,0.582004391,chorus,0.524378625,chorus,0.584169069
drawback,0.531208129,drawback,0.518938421,drawback,0.531693175
fleeting,0.574590044,fleeting,0.534951652,fleeting,0.574946023
secretary,0.628228973,secretary,0.504456316,secretary,0.621049004
reunited,0.597445831,reunited,0.541767426,reunited,0.597811322
julia,0.59335449,julia,0.456034292,julia,0.595587794
earliest,0.596090226,earliest,0.545109564,earliest,0.596671632
fearless,0.51962059,fearless,0.473258901,fearless,0.521834465
delves,0.567791317,delves,0.537010555,delves,0.568275198
unsympathetic,0.610173168,unsympathetic,0.564816246,unsympathetic,0.610447442
archive,0.563216279,archive,0.486513705,archive,0.565195455
refund,0.585333615,refund,0.518301629,refund,0.58673421
bogged,0.569398653,bogged,0.54022145,bogged,0.569801545
filthy,0.533711386,filthy,0.451565914,filthy,0.533848993
skillful,0.550385557,skillful,0.525504286,skillful,0.551397623
disregard,0.563979742,disregard,0.536295947,disregard,0.563362087
linear,0.683009556,linear,0.554494809,linear,0.684699104
breezy,0.6410204,breezy,0.540996482,breezy,0.640279216
breathless,0.569543903,breathless,0.515541068,breathless,0.569234332
calculated,0.567030264,calculated,0.531252552,calculated,0.569003867
simpler,0.596633024,simpler,0.547401017,simpler,0.597933202
unlikeable,0.626266299,unlikeable,0.548534129,unlikeable,0.627671339
escapism,0.609489087,escapism,0.561894823,escapism,0.611255038
maintained,0.536434702,maintained,0.520668996,maintained,0.536674934
mythology,0.662947938,mythology,0.575542089,mythology,0.667838389
stab,0.554295271,stab,0.505796999,stab,0.556554404
insecure,0.618045233,insecure,0.547320687,insecure,0.616560339
swinging,0.603956232,swinging,0.539418879,swinging,0.60447428
aboard,0.766059122,aboard,0.578600381,aboard,0.767016816
monumental,0.596816733,monumental,0.558170247,monumental,0.598899367
rarity,0.573251925,rarity,0.530726128,rarity,0.57396959
arranged,0.638559114,arranged,0.501684955,arranged,0.638762438
uniform,0.620300824,uniform,0.579171369,uniform,0.618976058
manners,0.555919251,manners,0.48859616,manners,0.556689973
ross,0.504815962,ross,0.439862968,ross,0.507869363
escapist,0.580526539,escapist,0.540834493,escapist,0.580235963
ships,0.793185017,ships,0.611893238,ships,0.787700595
dares,0.532571353,dares,0.501282996,dares,0.533259337
download,0.618172506,download,0.541482482,download,0.622520798
achievements,0.598513523,achievements,0.558194615,achievements,0.598240907
concludes,0.552599907,concludes,0.532642574,concludes,0.554088272
bass,0.589395437,bass,0.498650243,bass,0.592509693
emerging,0.543870901,emerging,0.528656068,emerging,0.545855167
squad,0.565829581,squad,0.501769577,squad,0.568265129
whites,0.734635637,whites,0.519621753,whites,0.735192826
luxury,0.623906019,luxury,0.540170727,luxury,0.619805387
exposing,0.58493206,exposing,0.546526861,exposing,0.586174993
yrs,0.606720869,yrs,0.556267039,yrs,0.603647869
reportedly,0.56671651,reportedly,0.53901595,reportedly,0.567444544
unnerving,0.657633443,unnerving,0.608943992,unnerving,0.65757174
sooo,0.595368263,sooo,0.543095901,sooo,0.597431711
nonstop,0.631934306,nonstop,0.556448186,nonstop,0.632335098
julie,0.636365741,julie,0.486385824,julie,0.634735449
relish,0.546999423,relish,0.518647008,relish,0.547252943
redeemed,0.570656862,redeemed,0.531189551,redeemed,0.571513081
watcher,0.49099897,watcher,0.475510234,watcher,0.492830648
manipulate,0.574790717,manipulate,0.520680395,manipulate,0.575042723
forgiveness,0.678241572,forgiveness,0.514140529,forgiveness,0.684732275
tables,0.587557518,tables,0.515645579,tables,0.58417147
nerd,0.726696422,nerd,0.525676026,nerd,0.731007092
outdated,0.567497538,outdated,0.530538953,outdated,0.568245981
marred,0.540886094,marred,0.532145468,marred,0.541805761
blink,0.482900615,blink,0.474348607,blink,0.484040277
reasoning,0.594905563,reasoning,0.545708227,reasoning,0.595102796
syndrome,0.475786518,syndrome,0.436980107,syndrome,0.479404323
grass,0.50773541,grass,0.44105291,grass,0.50482695
sarcasm,0.599066274,sarcasm,0.550752261,sarcasm,0.60102398
empathize,0.583889841,empathize,0.529419429,empathize,0.584171198
puppy,0.629402313,puppy,0.516188583,puppy,0.628822446
pitched,0.520072029,pitched,0.507732412,pitched,0.520323516
intelligently,0.560821071,intelligently,0.533877107,intelligently,0.561279224
dominates,0.58834266,dominates,0.546527768,dominates,0.595534469
screened,0.574724076,screened,0.527702672,screened,0.575455294
wee,0.420940444,wee,0.419722438,wee,0.422605417
practices,0.678473116,practices,0.541875996,practices,0.679337665
cloud,0.422113084,cloud,0.402665414,cloud,0.423370495
sundance,0.703391946,sundance,0.574755323,sundance,0.70844545
transport,0.572930626,transport,0.537682435,transport,0.573062956
compares,0.543110323,compares,0.518567569,compares,0.543304893
prefers,0.555925281,prefers,0.534010571,prefers,0.555410479
sufficiently,0.535738693,sufficiently,0.517435962,sufficiently,0.537376758
pissed,0.559373695,pissed,0.519314615,pissed,0.558305288
cheat,0.538725152,cheat,0.450824657,cheat,0.539814211
egg,0.530065444,egg,0.502859885,egg,0.529856531
goings,0.597486968,goings,0.542041665,goings,0.597575985
impressively,0.59523772,impressively,0.544711972,impressively,0.595751206
contender,0.576099123,contender,0.4965154,contender,0.578778815
troubling,0.582250262,troubling,0.54685265,troubling,0.582217127
garnered,0.582090156,garnered,0.548340856,garnered,0.581929864
yearning,0.607013567,yearning,0.572549495,yearning,0.607669938
watered,0.537341381,watered,0.506075435,watered,0.537529498
temporarily,0.559419702,temporarily,0.522111765,temporarily,0.558441625
announces,0.56172848,announces,0.525342612,announces,0.56465693
artifacts,0.62061401,artifacts,0.54126759,artifacts,0.621304934
confines,0.564520092,confines,0.52835562,confines,0.565143935
jaws,0.777565192,jaws,0.429132584,jaws,0.765653313
unimaginative,0.614291126,unimaginative,0.544926098,unimaginative,0.616968934
anna,0.628634111,anna,0.48025439,anna,0.628499951
jacques,0.605763709,jacques,0.44695935,jacques,0.611102928
immersed,0.574098074,immersed,0.534306477,immersed,0.572311233
sparkling,0.623289741,sparkling,0.570900572,sparkling,0.622718612
sinking,0.639324736,sinking,0.484684864,sinking,0.643291933
plethora,0.542767668,plethora,0.523849095,plethora,0.543285077
phrases,0.577277859,phrases,0.541109004,phrases,0.57940582
jay,0.602173827,jay,0.457545512,jay,0.57753823
repulsive,0.619963056,repulsive,0.52679033,repulsive,0.619561241
sunshine,0.489002272,sunshine,0.449017956,sunshine,0.500042309
hammy,0.481361478,hammy,0.459562309,hammy,0.481965641
digging,0.516420881,digging,0.481003406,digging,0.519156236
siblings,0.671922438,siblings,0.53305342,siblings,0.673229997
predecessors,0.716917548,predecessors,0.55962223,predecessors,0.719428037
import,0.572239375,import,0.526377287,import,0.572490369
heartless,0.530004781,heartless,0.474997071,heartless,0.533018688
addiction,0.808701485,addiction,0.498734879,addiction,0.81426966
stranded,0.673836833,stranded,0.545645514,stranded,0.674965651
torment,0.578156219,torment,0.538008003,torment,0.575041347
disapointed,0.544447596,disapointed,0.513786554,disapointed,0.545023007
spider,0.583494247,spider,0.394529507,spider,0.607956154
beginnings,0.581671298,beginnings,0.541624519,beginnings,0.58550025
infectious,0.64145285,infectious,0.570979992,infectious,0.645035481
characteristic,0.546324749,characteristic,0.529821133,characteristic,0.547253891
threats,0.578464159,threats,0.555211311,threats,0.580183062
relegated,0.556315626,relegated,0.533920175,relegated,0.557899087
subversive,0.659047422,subversive,0.532723912,subversive,0.661124894
bugs,0.646024544,bugs,0.479675471,bugs,0.66110416
tommy,0.540459977,tommy,0.457349696,tommy,0.538782636
exploited,0.558522021,exploited,0.507984403,exploited,0.559209699
mates,0.607627586,mates,0.558788149,mates,0.610270715
tripe,0.557117834,tripe,0.530081907,tripe,0.557882632
hostage,0.653272666,hostage,0.522933258,hostage,0.648205016
slave,0.622034044,slave,0.505284041,slave,0.626004756
recreation,0.602984907,recreation,0.561854661,recreation,0.603723267
crooked,0.655054889,crooked,0.57705658,crooked,0.656092069
institution,0.7225664,institution,0.53861715,institution,0.724710294
carl,0.482675865,carl,0.447758081,carl,0.48638053
trains,0.651486718,trains,0.492568237,trains,0.651267751
maniac,0.728328566,maniac,0.516119097,maniac,0.733328032
glow,0.54010678,glow,0.51398129,glow,0.540571272
cave,0.536645883,cave,0.456085106,cave,0.538618499
deemed,0.566312772,deemed,0.544916274,deemed,0.56710513
despise,0.556296027,despise,0.518985738,despise,0.557053543
niche,0.572419072,niche,0.520783087,niche,0.573922273
thug,0.666370992,thug,0.579819408,thug,0.669846834
sacred,0.581957261,sacred,0.504183099,sacred,0.583341019
fbi,0.743810621,fbi,0.559369838,fbi,0.746009151
jon,0.490411865,jon,0.453527021,jon,0.49246535
polite,0.556679891,polite,0.520639901,polite,0.56156334
terry,0.587065187,terry,0.49023555,terry,0.574282349
crowds,0.594064642,crowds,0.550397833,crowds,0.593976938
awsome,0.57873345,awsome,0.530633694,awsome,0.577911998
nicholas,0.533734919,nicholas,0.470290305,nicholas,0.538306577
policeman,0.670637129,policeman,0.548738108,policeman,0.672253774
discusses,0.590525653,discusses,0.568320961,discusses,0.593968385
whining,0.605575783,whining,0.52534962,whining,0.607274969
feminist,0.727577435,feminist,0.546127164,feminist,0.726771911
mistress,0.586899934,mistress,0.512781491,mistress,0.588194376
suave,0.674724755,suave,0.591786598,suave,0.676535676
vanity,0.55644732,vanity,0.485620076,vanity,0.557347578
philip,0.581488476,philip,0.502435409,philip,0.583486843
ripe,0.520637008,ripe,0.498328768,ripe,0.522879774
circumstance,0.537218014,circumstance,0.49256456,circumstance,0.537866742
lynch,0.719576481,lynch,0.466272,lynch,0.721856828
slaughter,0.507667516,slaughter,0.453099701,slaughter,0.506407326
garner,0.371516158,garner,0.358384848,garner,0.372730161
blending,0.573317042,blending,0.544416613,blending,0.574730985
cap,0.524711987,cap,0.504101453,cap,0.525111165
confirmed,0.574831975,confirmed,0.535171915,confirmed,0.57321953
addict,0.765836037,addict,0.524511566,addict,0.769001638
factual,0.698723697,factual,0.639248036,factual,0.699831611
zombies,0.857916312,zombies,0.593446587,zombies,0.858655669
apocalypse,0.615713069,apocalypse,0.50083793,apocalypse,0.607168145
epitome,0.56935132,epitome,0.533969927,epitome,0.569497195
toll,0.556736264,toll,0.518941971,toll,0.556242116
moms,0.716954953,moms,0.503429835,moms,0.716728866
granger,0.462005823,granger,0.377450104,granger,0.463662947
freaking,0.585133461,freaking,0.558116055,freaking,0.585476845
retirement,0.648129597,retirement,0.522064478,retirement,0.651533808
theories,0.683526745,theories,0.561120162,theories,0.686458582
magnificently,0.578128298,magnificently,0.550309279,magnificently,0.57830858
fuel,0.625593923,fuel,0.523323837,fuel,0.625951923
successes,0.547150546,successes,0.531812525,successes,0.547172493
guidance,0.513999042,guidance,0.469677228,guidance,0.515402251
powerhouse,0.58879187,powerhouse,0.54799811,powerhouse,0.590091499
negatives,0.531604569,negatives,0.492938982,negatives,0.532715792
preserved,0.595044976,preserved,0.549293619,preserved,0.596569176
flowers,0.500230307,flowers,0.471702452,flowers,0.501479323
habits,0.633371932,habits,0.546002313,habits,0.633686194
illogical,0.586668986,illogical,0.559382122,illogical,0.591574161
exhibit,0.570058842,exhibit,0.523708577,exhibit,0.575617134
wraps,0.567527768,wraps,0.53588756,wraps,0.568617378
quaint,0.609168644,quaint,0.534400413,quaint,0.610365875
screenwriting,0.579121095,screenwriting,0.506794336,screenwriting,0.571029451
overtly,0.554540679,overtly,0.537095002,overtly,0.556018401
drift,0.486357831,drift,0.461332146,drift,0.486808626
contents,0.560349121,contents,0.527854875,contents,0.562301894
entries,0.634834089,entries,0.531639794,entries,0.628450108
arnold,0.61766497,arnold,0.41732449,arnold,0.624330372
gloss,0.570893512,gloss,0.530018124,gloss,0.570979788
shiny,0.563028803,shiny,0.538481211,shiny,0.564451083
desk,0.586420075,desk,0.52555789,desk,0.585271186
victor,0.536543066,victor,0.474515955,victor,0.53770291
agency,0.635406476,agency,0.548917981,agency,0.637537643
exhibits,0.555711922,exhibits,0.521341561,exhibits,0.555733
sins,0.608722766,sins,0.514322637,sins,0.610900439
italy,0.756469924,italy,0.4901887,italy,0.759774333
crop,0.527424703,crop,0.487463481,crop,0.529925735
feminine,0.597671594,feminine,0.51944457,feminine,0.595554207
offense,0.57477638,offense,0.538921079,offense,0.575532044
lisa,0.516541117,lisa,0.463220033,lisa,0.514560901
thirteen,0.51547394,thirteen,0.478570819,thirteen,0.515202103
flower,0.516767279,flower,0.446018427,flower,0.518600162
illustrated,0.53826241,illustrated,0.526003,illustrated,0.538264667
hmmm,0.537717388,hmmm,0.52509808,hmmm,0.538127983
echo,0.456641111,echo,0.436194702,echo,0.458679254
gentlemen,0.519389224,gentlemen,0.458446379,gentlemen,0.519055275
nailed,0.546378446,nailed,0.517182077,nailed,0.543596659
operating,0.564941041,operating,0.516131757,operating,0.571426719
fiance,0.682377929,fiance,0.539669709,fiance,0.685920595
allegory,0.629862692,allegory,0.56596943,allegory,0.632179306
woo,0.587337741,woo,0.419954253,woo,0.585789661
comics,0.767947964,comics,0.580995432,comics,0.769844849
brad,0.533341184,brad,0.45746418,brad,0.546918396
offs,0.568662434,offs,0.540869356,offs,0.568246882
imho,0.545722906,imho,0.516504159,imho,0.545769529
una,0.826922681,una,0.475429234,una,0.8302863
balancing,0.576582591,balancing,0.536358168,balancing,0.579053445
deservedly,0.551205394,deservedly,0.518091276,deservedly,0.550920116
inform,0.55171077,inform,0.531893431,inform,0.551924477
abysmal,0.582146885,abysmal,0.5422226,abysmal,0.583093109
worship,0.586083671,worship,0.51251965,worship,0.586023473
clown,0.489235732,clown,0.427828591,clown,0.489811461
singers,0.76087107,singers,0.642376951,singers,0.763989495
fright,0.591366847,fright,0.528121921,fright,0.593776515
gaining,0.53441822,gaining,0.512768125,gaining,0.535065203
tarantino,0.755455408,tarantino,0.472620463,tarantino,0.760296416
uptight,0.676733795,uptight,0.581831788,uptight,0.678235454
tacked,0.552170376,tacked,0.529623507,tacked,0.552841369
employees,0.72977591,employees,0.526670186,employees,0.731193195
mars,0.661891853,mars,0.461580574,mars,0.66040171
recipe,0.599047065,recipe,0.517890858,recipe,0.600036094
francis,0.526387523,francis,0.438382167,francis,0.528193201
sober,0.669264552,sober,0.500908727,sober,0.670153048
mash,0.560062721,mash,0.510236421,mash,0.560422892
exquisitely,0.604404858,exquisitely,0.560978803,exquisitely,0.604629869
grisly,0.697785476,grisly,0.652860889,grisly,0.698496197
tasteless,0.671059456,tasteless,0.612098031,tasteless,0.672184154
digress,0.539828852,digress,0.530891471,digress,0.540092311
cocky,0.641078757,cocky,0.54167244,cocky,0.644286156
brink,0.548256327,brink,0.509789246,brink,0.548945231
wrath,0.572790664,wrath,0.448017998,wrath,0.578544101
stature,0.563116648,stature,0.543762266,stature,0.562685219
jordan,0.508840573,jordan,0.42676992,jordan,0.515491334
bully,0.674113712,bully,0.452432713,bully,0.680176764
sealed,0.541687264,sealed,0.508602618,sealed,0.543373094
thirds,0.55111027,thirds,0.521290177,thirds,0.551992714
defy,0.560698401,defy,0.538877536,defy,0.561964378
dave,0.474114386,dave,0.451474658,dave,0.475715847
grabbing,0.540601941,grabbing,0.524690805,grabbing,0.54116152
odyssey,0.655232377,odyssey,0.574097344,odyssey,0.617952291
measured,0.555685366,measured,0.520804918,measured,0.555731465
maid,0.608619377,maid,0.505758954,maid,0.611157388
quibble,0.558756833,quibble,0.539384208,quibble,0.560905096
essay,0.613379344,essay,0.549460783,essay,0.615050292
femme,0.76869119,femme,0.57873811,femme,0.769921549
exudes,0.559244678,exudes,0.535553907,exudes,0.559396411
liner,0.592483209,liner,0.505996587,liner,0.58311818
karten,0.753784275,karten,0.542868279,karten,0.758181339
wielding,0.60815084,wielding,0.562329604,wielding,0.607734327
spawned,0.610987771,spawned,0.545513753,spawned,0.611989094
strikingly,0.561164384,strikingly,0.528834238,strikingly,0.562453571
outline,0.530497831,outline,0.521271417,outline,0.531185368
flashing,0.574491715,flashing,0.545319903,flashing,0.574873041
grips,0.567366198,grips,0.536344968,grips,0.567552649
links,0.542603647,links,0.509974163,links,0.541424482
icons,0.600915444,icons,0.546821237,icons,0.610408955
blessing,0.574365728,blessing,0.528928561,blessing,0.574880492
continuous,0.541192493,continuous,0.514513169,continuous,0.541267934
monotonous,0.540516879,monotonous,0.514313406,monotonous,0.54176698
dimensions,0.552759534,dimensions,0.514359912,dimensions,0.552838272
graceful,0.652508398,graceful,0.564931604,graceful,0.654239289
beverly,0.675721835,beverly,0.470716753,beverly,0.679050583
latin,0.663856207,latin,0.460073248,latin,0.66663015
mesmerized,0.526981974,mesmerized,0.503766138,mesmerized,0.527678613
commands,0.517795792,commands,0.489201666,commands,0.51989006
joys,0.607156156,joys,0.556203262,joys,0.608635578
ethical,0.641070933,ethical,0.552794386,ethical,0.639824103
shameless,0.607422871,shameless,0.529981652,shameless,0.606490282
controls,0.575386585,controls,0.554970706,controls,0.581719362
alexander,0.469841403,alexander,0.427232087,alexander,0.469934632
babies,0.643433759,babies,0.455708031,babies,0.624834968
summed,0.546172323,summed,0.527815187,summed,0.546641718
preceding,0.617139254,preceding,0.512945831,preceding,0.619700538
proudly,0.54878239,proudly,0.508090807,proudly,0.541181433
throwaway,0.595149165,throwaway,0.547318036,throwaway,0.594779472
adapting,0.638083751,adapting,0.548013116,adapting,0.640090423
tower,0.500158424,tower,0.442132203,tower,0.503628245
bites,0.528099318,bites,0.484040329,bites,0.530241099
recommendations,0.626338753,recommendations,0.498595879,recommendations,0.625473965
fated,0.60739603,fated,0.554057648,fated,0.608626125
behaviour,0.557327423,behaviour,0.516140313,behaviour,0.558264817
urgency,0.605348212,urgency,0.560663719,urgency,0.606367273
noisy,0.629126308,noisy,0.523941831,noisy,0.630282035
albert,0.490220496,albert,0.422690908,albert,0.49019172
unrelated,0.590804894,unrelated,0.533159865,unrelated,0.591635371
denouement,0.592349253,denouement,0.563281336,denouement,0.592939438
parker,0.550528708,parker,0.466223334,parker,0.54906419
connects,0.565213947,connects,0.524927688,connects,0.561721327
indulge,0.541548528,indulge,0.51702922,indulge,0.542113443
warfare,0.664363609,warfare,0.624602699,warfare,0.660607331
arena,0.555841948,arena,0.486621174,arena,0.551577343
documents,0.645891154,documents,0.609439711,documents,0.654680087
rogue,0.548454663,rogue,0.505124419,rogue,0.548743143
questioned,0.582116385,questioned,0.542641595,questioned,0.582378158
roy,0.564581292,roy,0.472486395,roy,0.560028441
slack,0.552076555,slack,0.531096433,slack,0.552564029
soooo,0.576165627,soooo,0.538124692,soooo,0.573908634
increased,0.564964721,increased,0.524756008,increased,0.564898256
superfluous,0.546087353,superfluous,0.531497688,superfluous,0.546140034
crawl,0.487743293,crawl,0.45919103,crawl,0.487313952
dime,0.541887994,dime,0.511950071,dime,0.548514956
sketch,0.639267657,sketch,0.493636447,sketch,0.640013316
believeable,0.549858084,believeable,0.512298291,believeable,0.551129309
separately,0.570459278,separately,0.524037467,separately,0.5735076
lesbian,0.801072939,lesbian,0.495015191,lesbian,0.800308821
matching,0.540211491,matching,0.517588597,matching,0.540803287
harbor,0.745006766,harbor,0.502391992,harbor,0.748270995
crown,0.542634856,crown,0.477011557,crown,0.541549327
embraces,0.582814549,embraces,0.539862172,embraces,0.583181265
positions,0.610302813,positions,0.548155922,positions,0.609743688
collections,0.623361852,collections,0.533070452,collections,0.626145512
shocker,0.606009757,shocker,0.590598781,shocker,0.606310358
elder,0.549512322,elder,0.4769196,elder,0.549120043
evolves,0.567937534,evolves,0.543052545,evolves,0.568119608
splitting,0.595775744,splitting,0.584880231,splitting,0.592170023
von,0.722811011,von,0.44597002,von,0.720618451
unrated,0.727014481,unrated,0.60275921,unrated,0.728325495
mute,0.516760288,mute,0.445034971,mute,0.519024881
asia,0.534337941,asia,0.441618956,asia,0.535460053
healing,0.651626899,healing,0.518357966,healing,0.653247238
anonymous,0.533101694,anonymous,0.486989862,anonymous,0.534262567
mortal,0.489180661,mortal,0.507006789,mortal,0.491415349
devils,0.586158988,devils,0.48512248,devils,0.59175787
attributes,0.528092543,attributes,0.509778974,attributes,0.528474935
tackles,0.580747453,tackles,0.526121774,tackles,0.581632572
riveted,0.579497418,riveted,0.565801207,riveted,0.580029746
marshall,0.548937353,marshall,0.473356288,marshall,0.547909667
refined,0.577993101,refined,0.546526909,refined,0.577421556
dubbing,0.731962362,dubbing,0.527003192,dubbing,0.730983882
promotional,0.540466522,promotional,0.510889215,promotional,0.542620429
expressing,0.572017245,expressing,0.538669826,expressing,0.572145959
followers,0.610599079,followers,0.55574122,followers,0.610555278
inviting,0.532635471,inviting,0.504603264,inviting,0.533793263
flamboyant,0.607776969,flamboyant,0.526821269,flamboyant,0.608115208
skinny,0.60382376,skinny,0.501047146,skinny,0.604637998
mailman,0.893801103,mailman,0.542178858,mailman,0.895193355
homosexual,0.782311656,homosexual,0.539431979,homosexual,0.783173362
luke,0.519988813,luke,0.442127509,luke,0.519280147
pearl,0.600691145,pearl,0.421692796,pearl,0.601392388
eerily,0.577468039,eerily,0.549937098,eerily,0.578295026
epics,0.700503501,epics,0.628092443,epics,0.705049483
spins,0.541735301,spins,0.513286788,spins,0.542343198
analyze,0.579853125,analyze,0.442523327,analyze,0.581355225
cautionary,0.650239249,cautionary,0.562382114,cautionary,0.652784709
wheels,0.559340168,wheels,0.490535034,wheels,0.560634366
unnecessarily,0.540747429,unnecessarily,0.516565906,unnecessarily,0.541338955
toe,0.58087198,toe,0.532579053,toe,0.582629522
snippets,0.591864678,snippets,0.558343832,snippets,0.590271386
engrossed,0.558909905,engrossed,0.530211695,engrossed,0.558684899
engine,0.615829518,engine,0.506152791,engine,0.616079029
traces,0.594562946,traces,0.542461015,traces,0.579074798
prevents,0.513724335,prevents,0.497454444,prevents,0.514681871
proverbial,0.551120599,proverbial,0.510063774,proverbial,0.551886982
muster,0.574743757,muster,0.524359051,muster,0.576252425
peril,0.627210736,peril,0.563541637,peril,0.628091735
predicament,0.564931716,predicament,0.527210561,predicament,0.565420803
stray,0.549580581,stray,0.506364398,stray,0.551944733
excuses,0.546536948,excuses,0.525489679,excuses,0.546780104
limp,0.563871763,limp,0.526790275,limp,0.562400882
fluffy,0.648860256,fluffy,0.599107755,fluffy,0.649075611
airport,0.748873885,airport,0.447132211,airport,0.757283286
assortment,0.567410367,assortment,0.513747964,assortment,0.573998379
richer,0.519939383,richer,0.489241925,richer,0.520728948
dreamy,0.594106499,dreamy,0.540846283,dreamy,0.595939286
collected,0.520281325,collected,0.504470377,collected,0.521082634
alluring,0.621861672,alluring,0.557013029,alluring,0.622498806
underused,0.562692832,underused,0.524589432,underused,0.561882044
raunchy,0.831412565,raunchy,0.691424965,raunchy,0.832918032
professionally,0.53370891,professionally,0.509972014,professionally,0.536742239
commendable,0.517285263,commendable,0.497387458,commendable,0.517149905
sorta,0.545603855,sorta,0.526206844,sorta,0.545973186
tendencies,0.560957409,tendencies,0.489970668,tendencies,0.561639157
basics,0.571202721,basics,0.507025489,basics,0.572891556
opus,0.560460584,opus,0.48241337,opus,0.565853166
hunger,0.477289799,hunger,0.415733827,hunger,0.479284814
slipped,0.523968054,slipped,0.517303212,slipped,0.524774637
gesture,0.551090777,gesture,0.535086444,gesture,0.550678794
heap,0.56906592,heap,0.518926561,heap,0.570622419
tribulations,0.648937077,tribulations,0.558138187,tribulations,0.648804576
overseas,0.588781423,overseas,0.526580952,overseas,0.589792102
garage,0.520272266,garage,0.449427439,garage,0.522348327
neil,0.558330217,neil,0.457227686,neil,0.562288953
knee,0.620275546,knee,0.52214227,knee,0.622321829
respectful,0.584534137,respectful,0.520548114,respectful,0.584242962
bloom,0.449108696,bloom,0.413282877,bloom,0.449363413
waits,0.466014438,waits,0.440149704,waits,0.466008284
awkwardly,0.567983017,awkwardly,0.52993494,awkwardly,0.57272067
prowess,0.563786627,prowess,0.533738849,prowess,0.56486914
corpses,0.672222526,corpses,0.555183132,corpses,0.672134768
linger,0.578586312,linger,0.530157894,linger,0.579400061
