,0
"feature (fountains, mayan)",0.8479848740000001
"nemo (sealife, ozean)",0.8456056820000001
"elk (owl, fox)",0.843807697
"contemporaryart (about, escalier)",0.843468
"arctic (fjord, lapland)",0.84344065
"5dmk2 (nikond100, m42)",0.843348835
"blu (sole, nuvole)",0.843025327
"citylights (lamppost, streetlights)",0.840979755
"istanbul (citylife, nippon)",0.840285993
"processing (electricity, vision)",0.8394836509999999
"evan (josh, justin)",0.8393764779999999
"cs2 (fifty, mk2)",0.838496308
"clean (espresso, rest)",0.8381917040000001
"noiretblanc (nb, biancoenero)",0.8381825209999999
"zurich (frankfurt, munich)",0.838017365
"tie (portraiture, shades)",0.83801294
"newspaper (cutout, reflex)",0.8378466859999999
"canoneos500d (bsquare, pigeons)",0.8371896870000001
"hang (i, basket)",0.836380351
"architechture (pigeons, lampost)",0.836226742
"autopano (coucherdesoleil, hugin)",0.8333174520000001
"pastel (teal, summertime)",0.833242418
"eisenbahn (bahn, zug)",0.832332475
"fixture (deco, plaster)",0.83228946
"eastlothian (wirral, angus)",0.8318000059999999
"25 (24, 13)",0.8317619759999999
"ellis (arthur, johnson)",0.8316380870000001
"casual (thinking, talking)",0.830931056
"banc (bsquare, feel)",0.830785126
"boots (shoe, father)",0.830597916
"bb (bedandbreakfast, sam)",0.83015575
"gradeiilisted (towerhamlets, se1)",0.8301373009999999
"age (entry, behind)",0.8300080409999999
"lots (1983, mail)",0.829867922
"eclipse (hybrid, times)",0.829858067
"developed (blancetnoir, patrickjoust)",0.8297469359999999
"backpack (vacaciones, sud)",0.829683113
"80s (70s, stencil)",0.8296287
"dragon (turtle, weird)",0.8295452090000001
"chicks (chick, pig)",0.8293282679999999
"lagos (backpacker, oranges)",0.829288941
"stephens (frankrike, 14th)",0.829178964
"metro (subway, skyscrapers)",0.828064693
"nikond40x (120film, catchycolors)",0.827941684
"ceredigion (aberystwyth, weymouth)",0.8277003340000001
"grip (lean, hermitage)",0.827233333
"nancy (1991, delete9)",0.827040375
"designer (shuttle, mic)",0.82694078
"claire (sean, karen)",0.826909951
"ir (infrared, misty)",0.8269069920000001
"graphics (magazine, universal)",0.825939588
"banksy (sewer, edifici)",0.8256183000000001
"sophia (resting, botany)",0.8254284140000001
"indoors (furniture, indoor)",0.8250087079999999
"paysage (landschaft, soleil)",0.8237836470000001
"cherry (blossom, fruit)",0.823640768
"canarywharf (docklands, cityoflondon)",0.8232557970000001
"wooded (autumnal, pinetrees)",0.823163526
"frozen (frost, freeze)",0.822248315
"passion (glamour, lovely)",0.822139875
"herts (hertfordshire, worcestershire)",0.821706635
"kodaktrix400 (kodakektar100, twinlensreflex)",0.8214922370000001
"kevin (josh, jeff)",0.821176722
"keswick (lakedistrict, derwent)",0.8211335890000001
"engagement (bride, kiss)",0.8204775409999999
"borneo (sabah, mumbai)",0.820354861
"egypt (morocco, nile)",0.820331154
"birding (birdwatching, vosplusbellesphotos)",0.8198817009999999
"seville (sevilla, espanha)",0.819844226
"msu (cal, seattlewa)",0.819149606
"basement (kitchen, fireplace)",0.818976145
"twitter (facebook, test)",0.8188679529999999
"eingang (fassade, anglesanglesangles)",0.8186845890000001
"adjust (1870mm, flickrlovers)",0.818386133
"hazard (caution, only)",0.817770518
"amanda (melissa, karen)",0.8173910120000001
"beat (drums, punk)",0.8163215629999999
"contax (niftyfifty, panda)",0.815226681
"icicle (icicles, emerald)",0.814952401
"agricultural (plow, barns)",0.8131034709999999
"rebelxti (kx, 3652011)",0.81306628
"ace (am, by)",0.8128156120000001
"potsdam (twop, pellicola)",0.812610975
"1855mm (iphoneography, filter)",0.8122419909999999
"klingon65 (canoneosrebelt1i, venedig)",0.81204961
"volcano (sanctuary, cliff)",0.811894923
"lensflare (glare, crossprocess)",0.8118006870000001
"amsterdam (stockholm, barcelona)",0.811384157
"ferrari (porsche, roadster)",0.811166795
"fortifications (fortification, defence)",0.810577775
"spy (names, himmel)",0.810558158
"espoo (spiegelung, trap)",0.810336178
"135mm (canoscan, skating)",0.81031056
"necklace (teen, skirt)",0.81006567
"breeze (pregnant, mygearandmepremium)",0.809795363
"vermont (newengland, vt)",0.8097909809999999
"sardinia (sardegna, cagliari)",0.80970705
"photomatixpro (flickrexplore, infinestyle)",0.809097947
"ninja (stunt, before)",0.80869225
"final (effect, away)",0.8086235759999999
"trunks (forrest, fungi)",0.808600634
"decline (rubble, boarded)",0.8085705120000001
"where (wand, kunst)",0.808174807
"bones (scratch, bone)",0.807467967
"gulf (gulfofmexico, paddle)",0.806984319
"1956 (x2, 1960)",0.8063631920000001
"canonef50mmf14usm (niftyfifty, planar)",0.806169878
"hongrie (ungarn, magyar)",0.805809498
"westernaustralia (d5000, finepix)",0.805473322
"bmw (nissan, vw)",0.8054582579999999
"scaffolding (paving, streetlight)",0.804493845
"lipstick (zombie, curls)",0.804157369
"icecream (fries, cola)",0.80320581
"toby (tobyhancock, delete7)",0.803143774
"humid (monsoon, earlymorning)",0.8029209970000001
"wetter (blade, pentaxk5)",0.8029071590000001
"t2 (frio, feb)",0.80219187
"veracruz (grenoble, scoopt)",0.800414064
"saskatoon (saskatchewan, distritofederal)",0.80016958
"climatechange (globalwarming, carpark)",0.800043362
"johnny (eve, chest)",0.799905738
"burner (story, pigeons)",0.799796044
"brugge (bruges, kerk)",0.7997922890000001
"blanket (canine, pillow)",0.799603269
"dj (hip, rave)",0.7995753859999999
"55250mm (fz7, 70300)",0.799329525
"laugh (sister, laughing)",0.799244142
"gravity (apples, sx10is)",0.798729688
"tyskland (saxonyanhalt, sachsenanhalt)",0.7986115140000001
"architects (atrium, modernism)",0.798312784
"ripples (sunbathing, fishermen)",0.79827446
"fp4 (twinlensreflex, olympusxa)",0.79807822
"canoneos (stockphoto, geotag)",0.7977014179999999
"chicken (bread, meat)",0.7976558840000001
"wealth (wealthy, finance)",0.79740807
"coaches (coach, goal)",0.796944654
"ff (lanscape, 41)",0.7967957640000001
"cybershot (finepix, coolpix)",0.79664372
"violet (instantfave, cropped)",0.796467314
"isleofwight (wight, northumberland)",0.796233082
"visual (plus, future)",0.795850308
"defence (upon, fortifications)",0.795782788
"toned (desaturated, highkey)",0.795632518
"blooming (petals, bloom)",0.7954923420000001
"favorites (catchycolors, sharp)",0.795245889
"beck (viaduct, bolton)",0.7952122779999999
"nz (zealand, thanksgiving)",0.795162921
"1000views (wintertime, sonya700)",0.794658793
"visitor (steven, trek)",0.794218674
"toscane (toskana, s9600)",0.794074135
"comida (snack, cookie)",0.793698923
"austin (dallas, va)",0.7932936309999999
"architectuur (architektur, architettura)",0.7931561840000001
"composer (toning, remember)",0.7931154140000001
"canonrebelxti (eos450d, rebelxti)",0.793096823
"dreams (cutout, beatles)",0.792375885
"hail (regen, himmel)",0.791983384
"dartmouth (burger, funnel)",0.7919340779999999
"glasgow (manchester, hamburg)",0.791900413
"flooded (tramonto, eau)",0.7916546999999999
"bracken (autumnal, moorland)",0.79142583
"brabant (dk, lietuva)",0.7908606659999999
"diamond (diego, eric)",0.7903248279999999
"timer (canoscan, highkey)",0.790291392
"169 (sigma1020, k20d)",0.789926116
"player (pointing, players)",0.789728823
"soil (lush, very)",0.78969246
"peach (flores, bud)",0.789508242
"1940 (1963, f100)",0.7887151509999999
"by (magic, david)",0.788474769
"backstage (audio, hostel)",0.7883638059999999
"a (6, david)",0.78829708
"puddle (polarizer, bushes)",0.78816911
"flow (burn, drop)",0.787633687
"buddha (buddhist, buddhism)",0.787344835
"li (luzon, vc)",0.786703829
"burlesque (airshow, londoneye)",0.7861825179999999
"510fav (1025fav, julia)",0.785611497
"ttc (streetcar, autobus)",0.785607872
"fairytale (cz, jardin)",0.784963422
"blinkagain (misty, mygearandmepremium)",0.7847768479999999
"18105mmf3556gvr (1260mm, 40mm)",0.7845981740000001
"feet (legs, hands)",0.7844238159999999
"brunnen (pigeons, nightscene)",0.7843512290000001
"lavender (bloom, impressionist)",0.784254185
"chief (roy, eric)",0.7841911509999999
"activism (artistry, journalism)",0.7839464209999999
"automotive (buick, fiat)",0.783653498
"24mm (tilt, 1855)",0.78331361
"313 (motown, past)",0.783287535
"openspace (slopes, nohdr)",0.7818723320000001
"kennedy (jfk, b)",0.7818036740000001
"norwich (kunst, warwickshire)",0.7816905
"plate (crazy, coke)",0.78132012
"chiesa (igreja, castello)",0.781231372
"bakery (slice, burger)",0.781089197
"jon (sean, luke)",0.7809245490000001
"manualfocus (m8, 30mm)",0.780874744
"blackbird (sparrow, birch)",0.780731891
"finland (sverige, helsinki)",0.780730255
"westvillage (greenwichvillage, soho)",0.780658393
"alamo (kroatien, vue)",0.7804992279999999
"famousplace (spire, citylife)",0.780269628
"stockimage (architecturalphotography, stockphoto)",0.7798337740000001
"riodejaneiro (pb, agfa)",0.779701546
"fly (running, pic)",0.7795923029999999
"arabia (saudi, saudiarabia)",0.7795805490000001
"fireescape (carpark, rubble)",0.778428531
"polariser (i500, dri)",0.778396124
"parkland (toit, greenery)",0.777876185
"edible (farmersmarket, vespa)",0.777759124
"baltic (balticsea, lille)",0.7776880190000001
"iso1600 (3652011, zeiss)",0.777637756
"hornet (takeoff, airfield)",0.7775641059999999
"cakes (butter, yummy)",0.777488788
"geneva (exhibition, fair)",0.7772836909999999
"az (nv, cactus)",0.77706776
"castello (chateau, chiesa)",0.776949916
"adriatic (dalmatia, tilt)",0.7767381309999999
"built (civic, depot)",0.776249607
"mum (hug, topless)",0.7750153409999999
"lighttrail (18mm, daybreak)",0.7745819559999999
"glacial (fungus, naturesfinest)",0.7744974570000001
"philippines (manila, indonesia)",0.774451758
"sarah (dad, david)",0.774177546
"poor (poverty, documentary)",0.774167409
"50mm18 (niftyfifty, bianconero)",0.773472555
"defunct (administration, remains)",0.7733376540000001
"hoodie (sneakers, converse)",0.772568131
"sale (buy, stores)",0.772478095
"tv (television, web)",0.7724401
"feminine (smart, everyday)",0.77223412
"bush (himmel, vegetation)",0.772096028
"forsale (scooter, farmersmarket)",0.7718117879999999
"away (its, breast)",0.771806068
"noise (saturation, favorite)",0.77174446
"yards (3rd, number)",0.771550445
"castilla (aragon, arbol)",0.771394838
"markings (cropped, staring)",0.7712199809999999
"dk (brabant, bsquare)",0.7709798640000001
"montgomery (1988, nov)",0.770899034
"75 (nocturna, 60)",0.770823885
"metromanila (manila, dim)",0.770502382
"paso (08, andes)",0.770328523
"plane (aircraft, airplane)",0.7702084579999999
"washing (laundry, wash)",0.769980013
"hsm (luna, canonefs1022mmf3545usm)",0.768917691
"polen (polonia, pologne)",0.7685072059999999
"seasia (backpacker, jungle)",0.768320846
"couleurs (canon350d, couleur)",0.768069665
"washingtondc (districtofcolumbia, denver)",0.767490978
"rainyday (streetlamp, pigeons)",0.767369185
"acid (wizard, wells)",0.767101264
"cooking (tasty, breakfast)",0.767050604
"canonpowershot (slovenija, 5dmark2)",0.766585423
"baie (atlantique, belgica)",0.766239143
"farmhouse (bb, oldhouse)",0.766111887
"photographers (figure, publicart)",0.766080931
"ukraine (i500, romania)",0.764783564
"tz5 (herbst, g11)",0.76472692
"bosco (fiume, arbre)",0.7641022820000001
"cascades (reservoir, glacier)",0.764057135
"cards (valentine, gift)",0.763960429
"d3s (85mm, lx3)",0.762553668
"faith (orthodox, christian)",0.7624345490000001
"oro (cristian, cultura)",0.762285463
"e410 (flickrlovers, nikonflickraward)",0.762139199
"peaceful (serene, tranquil)",0.761911379
"folk (knife, deer)",0.761276547
"1855mmf3556g (bsquare, tag3)",0.761264371
"citylife (ciudad, lamppost)",0.761025285
"research (justice, case)",0.760838144
"anchorage (velvia, x10)",0.76058303
"buddhism (buddhist, buddha)",0.759920954
"des (nov, 24)",0.759866088
"tallinn (estonia, stadt)",0.759838221
"eastbay (sanfranciscobayarea, northerncalifornia)",0.7598036090000001
"entrada (iii, naranja)",0.75906102
"65 (on, rs)",0.758870915
"premier (55250mm, arboles)",0.75840883
"airplane (plane, aircraft)",0.75837324
"flickrtravelaward (historico, viaggio)",0.7582172890000001
"borough (bronx, map)",0.7581477990000001
"jamie (dave, luke)",0.757599968
"horseshoe (overlook, sunbathing)",0.7574748920000001
"oval (robert, ticket)",0.7573494909999999
"tanker (petroleum, diesel)",0.757162824
"wonderful (perfect, dream)",0.7571522190000001
"peloponnese (belfry, bandstand)",0.75686307
"belgica (pays, atlantique)",0.756676626
"majestic (rivers, spectacular)",0.7565041
"britannia (gig, fife)",0.756474678
"weston (warwick, 14mm)",0.756343535
"geel (zon, noordholland)",0.75596635
"christian (religion, faith)",0.7557834379999999
"greyscale (falling, bushes)",0.755164796
"85mm (photoaday, f14)",0.7551098070000001
"cup (tea, guy)",0.754849138
"1900 (cz, pieces)",0.754785445
"passage (hidden, urbain)",0.754642075
"bicicleta (paseo, vans)",0.754497779
"sacred (tomb, andes)",0.7542446420000001
"repeat (metroplex, symmetrical)",0.754117212
"30d (k10d, mywinners)",0.753851103
"holly (silly, hund)",0.7533974640000001
"ornate (classical, facade)",0.75335306
"toddler (daughter, silly)",0.753139986
"hostel (con, sur)",0.753079628
"buck (mammal, bears)",0.7528578920000001
"frau (fille, myself)",0.751773259
"eddie (roger, josh)",0.751761791
"headlight (headlights, taillights)",0.751627267
"burger (fries, hamburger)",0.7514981209999999
"tongue (nose, molly)",0.751394687
"customs (officers, tow)",0.7507336290000001
"centercity (uptown, embarcadero)",0.7504971029999999
"nightmare (terror, spooky)",0.7498503670000001
"neutral (density, raindrops)",0.7497179409999999
"tickets (ticket, cityhall)",0.7491957159999999
"castiron (artnouveau, c41)",0.749181854
"andrea (festa, beau)",0.748997597
"abbey (somerset, aquitaine)",0.7488121959999999
"1116mm (28mm, cybershot)",0.748445695
"dresden (licht, spiegelung)",0.747903905
"nt (aus, ungarn)",0.747643972
"heads (24, flores)",0.74746132
"epl1 (canonefs1022mmf3545usm, ombra)",0.747443306
"jeff (greg, dan)",0.74698824
"jc (totem, cruz)",0.746831902
"redhair (longhair, curls)",0.746825643
"log (cabin, goose)",0.746803929
"ear (staring, stare)",0.746309188
"boom (firefighter, crew)",0.74608416
"blossom (petals, springtime)",0.746082958
"canong7 (bsquare, saxony)",0.745752264
"ciel (bleu, cielo)",0.745700247
"blade (wetter, tornado)",0.745179268
"rusting (oxidation, decaying)",0.74511401
"stairwell (skylight, atrium)",0.745051357
"mur (streetart, porte)",0.7449723109999999
"davidson (harley, efs)",0.7448202079999999
"dive (diver, canoe)",0.7447665259999999
"grazing (dirtroad, livestock)",0.7442833870000001
"shed (barn, cabin)",0.743978996
"trips (550, snake)",0.74377401
"austintexas (cincinnati, slc)",0.7435768859999999
"rose (roses, weird)",0.743461686
"colchester (anglia, hdraward)",0.7434034159999999
"babe (topless, verano)",0.7430318140000001
"buddy (molly, butter)",0.742895663
"e300 (1855mmf3556gii, thisphotorocks)",0.7427444129999999
"appalachian (overlook, sedona)",0.742728652
"konomark (sights, viajar)",0.742385895
"jeans (vignette, instant)",0.74232955
"chicagoland (cookcounty, photographs)",0.741931428
"siam (7th, 13th)",0.74176722
"ambulance (vehicles, who)",0.741543492
"distant (composition, cumulus)",0.7412473509999999
"gent (ghent, dom)",0.7409688740000001
"dutch (nederland, thenetherlands)",0.7405356240000001
"lead (ghost, its)",0.740490975
"rocas (piedras, gnd)",0.740460265
"900 (22, convertible)",0.7404227879999999
"mystery (mysterious, strange)",0.7403699020000001
"landmarks (bluehour, h2o)",0.740355613
"mojavedesert (mojave, navajo)",0.7403209359999999
"omaha (m, nebraska)",0.7402899279999999
"marielaureeven (918mm, fujichrome)",0.7402487390000001
"register (preservation, adams)",0.740082217
"traveldestination (monumental, illuminate)",0.738468817
"greece (greek, rome)",0.738233503
"resorts (condominium, paws)",0.737992926
"db (renault, nissan)",0.737987965
"canoneos350d (eos400d, i500)",0.7377799690000001
"chickens (farmer, farmers)",0.737700204
"expiredfilm (expired, squareformat)",0.737619627
"maghreb (tunisie, medina)",0.7375697290000001
"embankment (manmade, lighttrails)",0.737307735
"clearwater (newbrunswick, raft)",0.7371505190000001
"mixed (35, characters)",0.7366158270000001
"pinnacle (elevation, monolith)",0.73590781
"celebrities (name, characters)",0.735802442
"campagna (sneeuw, farms)",0.735666901
"dylan (colin, jeff)",0.735605498
"1025fav (510fav, superaplus)",0.7352824440000001
"metroplex (metropolitian, metroarea)",0.735265645
"nikonstunninggallery (rubyphotographer, x100)",0.734828947
"18200mmf3556gvr (cybershot, diana)",0.73480361
"campground (streams, bluff)",0.734788604
"firefighter (firetruck, boom)",0.734779235
"f3556g (18200mmf3556g, antalya)",0.7347144259999999
"hometown (80mm, lofi)",0.734695355
"mile (cook, arthur)",0.734121742
"grill (renault, bbq)",0.7339199909999999
"earl (pictureperfect, britian)",0.733866838
"oceania (auspctagged, 07)",0.7338081940000001
"share (flyer, member)",0.733748608
"cell (gf1, mobilephone)",0.733741027
"tomato (lettuce, sauce)",0.733022037
"sheraton (expo, hotels)",0.732985298
"ale (1960, bosque)",0.7326752529999999
"governor (1988, rotunda)",0.7326658890000001
"wonder (efs, trust)",0.73224372
"resolution (1964, cyan)",0.732024638
"dilapidated (neglected, forgotten)",0.731649525
"karst (rocas, hike)",0.73164611
"isolation (explorer, eerie)",0.731570105
"ant (cp, beetle)",0.73146391
"catalunya (catalonia, espanya)",0.7313807059999999
"duty (estatua, miller)",0.731312528
"swell (surfer, downunder)",0.7313071109999999
"god (southeast, gorgeous)",0.7311731770000001
"powerlines (poles, goldenhour)",0.73101605
"brandenburg (thuringia, rot)",0.730666293
"doe (automatic, mate)",0.730665323
"off (shooting, ok)",0.72915031
"naked (nude, bed)",0.729093283
"exhibition (james, kunst)",0.728998065
"beatles (dreams, reading)",0.72808178
"junction (railways, metro)",0.7279488940000001
"quiet (solitude, silence)",0.7278579620000001
"meal (vegetables, bread)",0.727473255
"doors (doorway, ceiling)",0.727165528
"crete (vacanza, grecia)",0.7270588720000001
"lawn (flags, greenery)",0.726634468
"chick (petals, fight)",0.7262651999999999
"apartment (balcony, coffee)",0.7260493240000001
"100f (reversal, m3)",0.725858152
"mining (mine, pagan)",0.725340419
"bow (arts, pastel)",0.72484378
"kitty (cats, kitten)",0.72469825
"pleasant (tuesday, noon)",0.7246939809999999
"innovation (exhibition, lab)",0.724525284
"1855mmf3556gii (e300, deleteme10)",0.724477195
"lyrics (goodbye, saturation)",0.724255432
"caracas (venezuela, letterbox)",0.724154848
"whitewater (christmaslights, lakesuperior)",0.72403599
"gimp (blueribbonwinner, supershot)",0.724020573
"mallard (waterfowl, heron)",0.7239003940000001
"restaurants (shift, stadt)",0.7238452809999999
"past (faded, gone)",0.723842932
"superior (bloom, 105mm)",0.723731637
"mausoleum (tomb, tombs)",0.7236652240000001
"coth5 (coth, damniwishidtakenthat)",0.7236604190000001
"ourdailychallenge (bsquare, trashcan)",0.7235375359999999
"province (an, ilustrarportugal)",0.723415777
"slope (slopes, ridge)",0.723325746
"a77 (hafen, nikonflickraward)",0.7233242459999999
"potomac (outstandingshots, pfogold)",0.723284058
"metropolitan (metropolis, metro)",0.722938845
"behind (arm, saturation)",0.72275264
"richard (lucas, blvd)",0.72245757
"renaissance (fountains, driver)",0.722410784
"caribbean (islands, roma)",0.722144463
"champions (win, victory)",0.722102427
"haunted (spooky, scary)",0.721967427
"newdelhi (jaipur, delhi)",0.7214317090000001
"trick (flip, sol)",0.721330893
"rifle (weapon, gun)",0.7212451609999999
"bluffs (fieldtrip, superhearts)",0.7210788440000001
"clarity (parallel, slowshutterspeed)",0.72088433
"german (watch, southafrica)",0.720721541
"kultur (hayes, vecchio)",0.720665252
"dwelling (pedra, huts)",0.720574515
"civilization (framing, most)",0.720475835
"antico (kerk, romano)",0.7204340220000001
"ray (dynamic, tone)",0.7202634520000001
"aquatic (swim, sailboats)",0.720222835
"lajolla (plage, indianocean)",0.719911084
"prize (oktober, cream)",0.719611322
"snowy (icy, snowing)",0.7194119609999999
"westerncape (rj, capetown)",0.719084203
"fleur (fleurs, naturaleza)",0.718998795
"cobbles (toscane, middleages)",0.7189663270000001
"still (break, soft)",0.718667525
"lightbulb (bulbs, bulb)",0.718501038
"aegean (northsea, greek)",0.7184638059999999
"arrival (departure, journey)",0.7183795820000001
"artists (arts, theater)",0.7182492840000001
"70200mmf28gvr (gras, tulip)",0.718144468
"sonycybershot (freeassociation, infinestyle)",0.718002313
"auditorium (teaching, administration)",0.7177310179999999
"curtain (paper, heather)",0.7176136890000001
"minas (suisse, arbol)",0.717555258
"arabic (arab, marruecos)",0.717466472
"clothing (clothes, fabric)",0.7168725220000001
"coth (coth5, naturesfinest)",0.716833084
"malaga (andalucia, mallorca)",0.716442657
"techno (dj, disco)",0.716399931
"jakarta (saopaulo, reflejo)",0.7163415759999999
"edk7 (cloudless, t2)",0.716191907
"straightoutofcamera (stroller, lightpole)",0.716120434
"hunt (owl, common)",0.7160083209999999
"bangalore (karnataka, hanoi)",0.715822683
"dailyphoto (iphone3gs, janela)",0.7153468709999999
"luca (eric, lily)",0.715305568
"luces (nocturna, nachtaufnahme)",0.7152744209999999
"vertorama (gimp, stormy)",0.7151696209999999
"rica (costa, arboles)",0.714982254
"beauxarts (selectivecolor, clocktower)",0.7148100759999999
"leefilters (sonnenaufgang, cokin)",0.71462165
"caravan (renault, rv)",0.7146057109999999
"garland (mamluke, iphone3gs)",0.7143461720000001
"diafine (selfdeveloped, bnw)",0.714284004
"painterly (impressionist, basquecountry)",0.714174812
"es (mirador, muni)",0.714039765
"vermelho (amarelo, dots)",0.7139880259999999
"ndfilter (sx10is, daybreak)",0.7138845620000001
"georgewashington (viking, sword)",0.7137546570000001
"d600 (greatphotographers, uws)",0.7136807709999999
"corporate (association, realestate)",0.71356013
"lily (dragonfly, droplets)",0.71351162
"ibiza (baleares, frenchriviera)",0.7133881329999999
"mo (tn, columbus)",0.7133242409999999
"wiltshire (somerset, bedfordshire)",0.7128951459999999
"mike (dan, josh)",0.712824235
"diningroom (residence, myself)",0.712721275
"fortress (castello, chiesa)",0.712618541
"habana (havana, piazza)",0.7125949090000001
"dubrovnik (rhodes, snap)",0.711915703
"relax (relaxing, enjoy)",0.71191415
"aichi (tomato, engeland)",0.7116854659999999
"crop (tones, cropped)",0.7114947559999999
"peninsula (reserve, panama)",0.711311203
"rim (renault, mitsubishi)",0.711007533
"access (save2, underpass)",0.710898183
"yoga (contemplation, dj)",0.7108701340000001
"deathvalley (volvo, monuments)",0.71084265
"d5000 (interestingness, xti)",0.710809987
"piazza (fx, luci)",0.710717149
"latinoamerica (antiguo, edificios)",0.710528325
"other (howard, eric)",0.71037644
"excitement (stern, win)",0.710317871
"municipality (1958, balustrade)",0.7102172459999999
"peakdistrict (yorkshiredales, perthshire)",0.7101638240000001
"short (nose, lips)",0.7093373340000001
"shining (i500, vanagram)",0.7092474540000001
"birmingham (manchester, cambridge)",0.709191857
"3d (super, round)",0.709144085
"bmx (skate, kick)",0.7091092720000001
"8 (6, 9)",0.70907745
"biology (bubble, creature)",0.70902554
"sonnenuntergang (abend, sonne)",0.709018943
"q4 (q3, v200)",0.709015243
"clark (balloon, bradley)",0.7089241190000001
"buick (fiat, vw)",0.708847985
"flowering (blooming, berries)",0.708794059
"groen (schwarz, zon)",0.7086603709999999
"cloudless (goldenhour, clearsky)",0.708335803
"chatham (1912, medina)",0.708229164
"mansfield (ashley, exciting)",0.7080070359999999
"pinhole (selfdeveloped, canoneos450d)",0.707937122
"airbus (boeing, aviation)",0.707899342
