,acc,f1,kappa,prec,recall
provocative,0.789812563,0.498463639,0.385010852,0.37037037,0.762004175
stress,0.769995708,0.46514723,0.342359313,0.341308594,0.73002611
smoke,0.762054657,0.458482579,0.33263688,0.333096759,0.735248042
wishing,0.759908428,0.448751643,0.321322722,0.327264015,0.71368861
accomplish,0.776434397,0.475407084,0.355641988,0.350234974,0.739811912
testament,0.775790528,0.476445038,0.356620811,0.350110484,0.745426032
desperation,0.776792102,0.479653102,0.360448438,0.352192016,0.751698902
sink,0.767134068,0.462427746,0.338756949,0.337674867,0.733368256
despair,0.797109744,0.509512279,0.399675941,0.380325329,0.771608172
embrace,0.764343969,0.462291871,0.337820792,0.335704125,0.742138365
trained,0.785377021,0.492213947,0.377114922,0.363409148,0.762454116
saga,0.79467735,0.500695894,0.389355846,0.37464202,0.754588359
occurred,0.78022607,0.480554616,0.362742942,0.354629399,0.745149449
peak,0.756331378,0.452411576,0.324676752,0.326147427,0.738195173
wood,0.753541279,0.441562652,0.311929786,0.319418386,0.71496063
fed,0.761696952,0.452588332,0.326479159,0.329425837,0.722834646
stupidity,0.781656889,0.490824157,0.374560567,0.359657702,0.772584034
doors,0.761983116,0.448898459,0.322592785,0.327769715,0.712033631
mile,0.768421806,0.465753425,0.343059044,0.339509143,0.741460851
cake,0.759479182,0.450114491,0.323188241,0.326763239,0.723068839
weapon,0.80404922,0.516334099,0.409631373,0.388726403,0.768664564
heading,0.760910001,0.451231527,0.324929874,0.32800191,0.722777486
healthy,0.759622264,0.452411995,0.32589936,0.327667611,0.730526316
enemies,0.801616826,0.509810854,0.401842623,0.383714742,0.759347025
african,0.827872371,0.553452116,0.458107427,0.427343078,0.785150079
vein,0.750107311,0.439415824,0.308856146,0.316020314,0.72090574
menacing,0.80762627,0.526000353,0.421416369,0.395336513,0.785676672
guarantee,0.761124624,0.452353617,0.326363507,0.328411527,0.726554268
exploring,0.770210331,0.466445183,0.344611301,0.340528741,0.740115973
max,0.738875376,0.414125201,0.277786738,0.297715209,0.680021086
cell,0.790957218,0.496033115,0.383473025,0.36852896,0.758438819
row,0.760409214,0.44872428,0.322244023,0.326154582,0.718881857
nails,0.779367578,0.482202821,0.364765362,0.353607486,0.757783641
popularity,0.764200887,0.460909388,0.336828772,0.333965395,0.74353562
rendered,0.783230791,0.481696887,0.365408402,0.356365477,0.743007916
handles,0.755115181,0.455369928,0.32812449,0.325968109,0.755145119
husbands,0.803262269,0.522071602,0.415846823,0.389220005,0.792612137
remained,0.758406067,0.446302673,0.319124019,0.323585354,0.718964606
unconvincing,0.755544427,0.451260639,0.323783836,0.324180895,0.742208135
miserable,0.758334526,0.446954813,0.319867862,0.323766603,0.721458774
horrors,0.804406925,0.513523132,0.40704291,0.387070815,0.762684989
steady,0.753898984,0.446411329,0.318046795,0.320842008,0.733474352
authority,0.787380169,0.490397805,0.376414298,0.36276002,0.756613757
ear,0.750250393,0.44170798,0.311865471,0.316525327,0.730687831
understands,0.770067249,0.471207634,0.35011105,0.341929322,0.757671958
hungry,0.766704822,0.458575461,0.335213418,0.33413985,0.730687831
prize,0.755830591,0.454356515,0.327480973,0.325469537,0.752249868
wrenching,0.810559451,0.527648948,0.424616534,0.397580645,0.784199364
smiling,0.752468164,0.445868033,0.317330198,0.319339298,0.738461538
goods,0.761983116,0.45108068,0.325793917,0.327346743,0.725198939
faults,0.761124624,0.450732028,0.325159821,0.326657129,0.726790451
clumsy,0.738517671,0.425224092,0.290712834,0.302055407,0.718003186
holiday,0.785734726,0.484952709,0.370219778,0.358596134,0.748805098
masters,0.770210331,0.465201465,0.343842665,0.338830948,0.741901221
casts,0.754614394,0.440274151,0.311838865,0.31778563,0.716409984
solution,0.76942338,0.468064037,0.346806084,0.339478094,0.753453773
weapons,0.833667191,0.567924178,0.476235716,0.436571429,0.812333865
switch,0.766490199,0.457266378,0.334102582,0.33268812,0.730994152
jerk,0.774860495,0.471358979,0.352120787,0.34446354,0.746276596
firmly,0.753183574,0.446227929,0.318165044,0.31954023,0.739361702
edward,0.753755902,0.441233766,0.312796436,0.317523364,0.72287234
presenting,0.760623837,0.454159869,0.329025263,0.327529412,0.740425532
screams,0.766060953,0.461639776,0.338882386,0.33420739,0.746141565
population,0.793604235,0.496773068,0.385758285,0.369486248,0.75784992
philosophy,0.776720561,0.474136479,0.355769606,0.346893491,0.748802555
armed,0.795607383,0.503734584,0.393983825,0.373904074,0.771687068
depends,0.764844756,0.447284345,0.322818291,0.326781327,0.708577517
encourage,0.764200887,0.456105611,0.332333058,0.330384891,0.7362813
bridge,0.750321934,0.435640362,0.305837174,0.312674095,0.718017058
emerges,0.745457147,0.439331863,0.308659838,0.311787072,0.743466667
interestingly,0.747674918,0.43231933,0.301474455,0.309589673,0.716266667
motivations,0.791028759,0.490493633,0.378243506,0.364437532,0.749866667
authenticity,0.773715839,0.470627615,0.351187104,0.342926829,0.749866667
damaged,0.765345543,0.451321512,0.32753418,0.328703704,0.719850587
safety,0.78022607,0.474512487,0.357492287,0.349106469,0.740523225
wasting,0.780297611,0.478696316,0.362096249,0.350920856,0.75280299
guest,0.763914723,0.455984174,0.332340516,0.329756795,0.738782051
grainy,0.777221348,0.475581004,0.357795671,0.347270044,0.754273504
block,0.743597081,0.426743442,0.29437405,0.30449669,0.712987707
neighborhood,0.77736443,0.477677073,0.360182104,0.348177147,0.760555852
edgy,0.779439119,0.481587355,0.365092928,0.351324828,0.765366114
cried,0.801974531,0.513361463,0.406793333,0.382499345,0.780331374
pseudo,0.761053083,0.446836701,0.321478499,0.323734101,0.72100481
fills,0.759765346,0.447151795,0.321501547,0.32302569,0.726203209
washed,0.752682787,0.437428804,0.30880889,0.314312442,0.719101124
rhodes,0.943554157,0.816639554,0.783959864,0.721857025,0.940074906
farce,0.806553155,0.516624955,0.411934256,0.387815352,0.773554604
sappy,0.801116039,0.512109512,0.40526217,0.380939948,0.781049251
creatures,0.850765489,0.58839779,0.504854591,0.46579194,0.798607392
spring,0.746816426,0.428732849,0.297705431,0.306768307,0.711682744
lands,0.76298469,0.452848885,0.328886898,0.327285748,0.734726688
silliness,0.779939906,0.477048623,0.360467609,0.34935259,0.75187567
strengths,0.763557018,0.459702469,0.336614641,0.330745707,0.753483387
crimes,0.821791386,0.546513745,0.449456978,0.41384064,0.804394427
entitled,0.757690657,0.441733971,0.315163374,0.318895764,0.71849866
pal,0.73486908,0.42808642,0.29389308,0.300541712,0.743699732
sequels,0.850765489,0.590015723,0.506616589,0.465715172,0.804825737
teaching,0.79682358,0.506430309,0.397823918,0.374646439,0.781233244
benefits,0.754829017,0.445738315,0.318837089,0.319055337,0.739270386
lengthy,0.759765346,0.444591465,0.318998397,0.321300502,0.721417069
corrupt,0.805766204,0.517333333,0.412651244,0.38665958,0.78141783
decidedly,0.745886393,0.432043492,0.30132231,0.307604736,0.72556391
ton,0.782300758,0.469768252,0.3533917,0.347691514,0.723952739
fired,0.766704822,0.45531986,0.332903328,0.330344159,0.732401934
underground,0.78602089,0.489503328,0.37619091,0.358589647,0.770967742
performer,0.770424953,0.465789912,0.345592969,0.337270974,0.752555137
refers,0.756832165,0.443243243,0.316867537,0.31865285,0.727810651
folk,0.761482329,0.45200526,0.32789486,0.325366777,0.740043057
slap,0.766847904,0.453096157,0.330630964,0.329188003,0.726587729
legs,0.749034197,0.435831457,0.306668198,0.310637322,0.730064655
disturbed,0.807769352,0.515768607,0.411814449,0.387489846,0.771012931
depressed,0.78816712,0.48673947,0.37401662,0.358712315,0.756873315
advertised,0.770782658,0.45786802,0.337158358,0.333662145,0.729380054
boredom,0.767777937,0.449643947,0.327242554,0.327974277,0.714824798
oriented,0.769494921,0.459032908,0.338105607,0.333252072,0.737324703
unsettling,0.810702533,0.518032787,0.415308539,0.391089109,0.766990291
packs,0.762054657,0.449702184,0.325742881,0.324266285,0.733405289
spectacle,0.822435255,0.537458069,0.440339659,0.410358566,0.778617711
johnny,0.743883245,0.423138898,0.291403831,0.301561782,0.708963283
movements,0.778294463,0.472331006,0.355421687,0.344853307,0.749324689
idiotic,0.78387466,0.477967859,0.363272259,0.351371951,0.747163695
manipulative,0.791672628,0.493036212,0.382129194,0.363729771,0.764991896
fascinated,0.777722135,0.474902822,0.35811863,0.345463487,0.759459459
gruesome,0.839605094,0.572626763,0.484250681,0.442285041,0.811891892
possibilities,0.767491773,0.454514938,0.332776115,0.329520565,0.732287723
sloppy,0.760123051,0.450957917,0.326775706,0.323391264,0.744726879
hokey,0.767634855,0.461002323,0.339963337,0.332535312,0.751216874
accents,0.792888825,0.499048278,0.389186723,0.366827779,0.78030303
borrowed,0.768994134,0.454284266,0.333045706,0.33022113,0.727666486
houses,0.753183574,0.439935065,0.312775428,0.314166473,0.73362209
dirt,0.759836887,0.449039882,0.324762809,0.322033898,0.741463415
discussing,0.775862069,0.469612324,0.352017236,0.341373369,0.752169197
suspects,0.793532694,0.494747899,0.384838976,0.365305067,0.76626898
expense,0.760266132,0.444739022,0.320178241,0.320209974,0.727765727
arrogant,0.780082988,0.478098472,0.362570023,0.347998023,0.763557484
desert,0.799828302,0.500178635,0.39276959,0.372836218,0.759631036
vague,0.759407641,0.440711791,0.315541146,0.317745803,0.718936517
writes,0.773215052,0.463983767,0.34510585,0.337017932,0.744438416
mundane,0.76942338,0.450093841,0.328744861,0.328272773,0.715680955
shoulders,0.75504364,0.439607201,0.313110713,0.314741036,0.728703201
matched,0.759765346,0.445325405,0.320732274,0.320113987,0.731416169
throat,0.761124624,0.450008236,0.32632792,0.323007803,0.741585233
internal,0.778509086,0.466206897,0.349147934,0.34158666,0.733984799
behold,0.764630133,0.451117784,0.328577173,0.325547797,0.734383487
blew,0.792101874,0.491958042,0.381467525,0.362722351,0.764258555
dazzling,0.811775647,0.526031346,0.424758889,0.393530997,0.793047257
parties,0.754757476,0.440417891,0.314073653,0.314745684,0.733152174
san,0.777292889,0.478122381,0.361960428,0.34569697,0.775
exaggerated,0.765417084,0.454862843,0.333018512,0.327586207,0.743882545
reviewing,0.776935184,0.46609589,0.348725425,0.34007996,0.740478781
counter,0.76942338,0.459137439,0.338904354,0.331958263,0.744287269
amateur,0.740806982,0.421892453,0.289971444,0.298419865,0.719651606
command,0.792960366,0.487061326,0.376622449,0.360914106,0.748773842
layers,0.791601087,0.490645218,0.380111824,0.361225541,0.764577657
atmospheric,0.822220632,0.542104293,0.445826148,0.409407181,0.802071974
buck,0.759479182,0.444113757,0.319735366,0.318699573,0.732279171
difficulty,0.756402919,0.435604177,0.309488969,0.31293165,0.716466739
pushes,0.756116755,0.436435775,0.310328349,0.31316726,0.719738277
jason,0.764916297,0.440013633,0.316803478,0.319950434,0.704309875
underneath,0.765631707,0.448484848,0.326412596,0.324166464,0.727471327
load,0.764129346,0.445602825,0.322905065,0.321758135,0.724439584
proven,0.792388038,0.49105577,0.381031808,0.361476891,0.765445599
university,0.797181285,0.505149241,0.397882315,0.371025641,0.791142701
continuity,0.765488625,0.446283784,0.324039776,0.322903935,0.722252597
shifts,0.756903706,0.437417219,0.311866335,0.313702209,0.722252597
trio,0.727714981,0.411018261,0.275042008,0.286577471,0.726477024
delicious,0.784017742,0.47903365,0.365452625,0.349798387,0.75971538
ashamed,0.759121477,0.441347271,0.316910331,0.316666667,0.727969349
witnessed,0.769566462,0.453419311,0.333140616,0.328578455,0.731253421
lackluster,0.770854199,0.453506228,0.333650219,0.32936803,0.727820372
comparing,0.77593361,0.46479836,0.347518516,0.337804272,0.744797371
insists,0.755902132,0.44248366,0.317391086,0.315250291,0.741917808
guaranteed,0.755115181,0.438023313,0.312242139,0.31270511,0.730958904
vital,0.759193018,0.441420511,0.317152119,0.316515945,0.729166667
buddies,0.770353413,0.464106845,0.345265532,0.333653385,0.762061404
rewarding,0.776935184,0.468281037,0.3517179,0.339851485,0.752741228
disjointed,0.771998855,0.453625921,0.334287353,0.329842932,0.726125137
cards,0.74853341,0.424053744,0.295162218,0.302265826,0.710208562
bay,0.771068822,0.449982812,0.3300199,0.327577578,0.718441273
bite,0.77092574,0.455627338,0.336177248,0.330049261,0.735455543
elegant,0.801044498,0.506477374,0.400771631,0.374246001,0.783205269
gas,0.764844756,0.448397382,0.326549602,0.322861286,0.733662823
citizens,0.808556303,0.517316017,0.414949458,0.385173247,0.787479407
pat,0.733080555,0.409745293,0.275324974,0.287777778,0.711147721
nail,0.771998855,0.451557391,0.332061356,0.328822055,0.720483251
sounding,0.756259837,0.434147152,0.308459296,0.311190476,0.717737507
bathroom,0.768636429,0.456835741,0.336951099,0.328979197,0.747252747
considerably,0.759264559,0.447908121,0.324534634,0.319298246,0.75
poetic,0.795178137,0.492825509,0.384159996,0.363660131,0.764285714
vacation,0.776935184,0.469908194,0.353677602,0.340226489,0.759340659
someones,0.754972099,0.43695545,0.311312105,0.311679174,0.73062122
tag,0.766275576,0.451016636,0.329925922,0.324782188,0.737768004
burned,0.75003577,0.428898333,0.301126043,0.305116279,0.721672167
startling,0.768564888,0.452530039,0.332323662,0.326735093,0.735828288
cheer,0.775361282,0.46779661,0.351038785,0.337986774,0.759493671
howard,0.723565603,0.405721317,0.268791761,0.281476739,0.726321586
supported,0.760766919,0.450722733,0.328241147,0.321161049,0.755506608
serial,0.817570468,0.523720583,0.425020876,0.396157107,0.772451791
exploitation,0.803548433,0.501814224,0.396772725,0.373985938,0.762403528
menace,0.8026184,0.50670481,0.401798441,0.374966922,0.781146637
mill,0.760266132,0.436333053,0.312304471,0.313967562,0.714994487
popping,0.775003577,0.463035684,0.345832397,0.335394509,0.747519294
holy,0.797610531,0.489994592,0.382057675,0.364050362,0.749173098
conveys,0.776792102,0.467758444,0.351574925,0.338602124,0.756205185
ambition,0.772571183,0.462734494,0.344859066,0.333576998,0.755102041
lends,0.762555444,0.443587594,0.320981772,0.318641618,0.72972973
bargain,0.756045214,0.44262831,0.318219099,0.314444961,0.747240618
creators,0.797038203,0.494025325,0.386341303,0.364953887,0.764348786
expertly,0.775146659,0.461538462,0.344314983,0.334658385,0.743377483
religion,0.840964373,0.563518555,0.475998341,0.437366657,0.791942605
screens,0.763485477,0.443246884,0.32095548,0.318875697,0.726670348
react,0.765274002,0.449219406,0.32803329,0.322720695,0.738818332
crossed,0.751251967,0.42934515,0.302338955,0.305393416,0.722651934
introduce,0.760194592,0.441333333,0.3180841,0.315839695,0.732300885
demons,0.807197024,0.513625699,0.410967832,0.38119475,0.787057522
desires,0.776720561,0.465490666,0.349321257,0.337053571,0.752075263
duo,0.777078266,0.464052288,0.347886389,0.336576846,0.746954596
examination,0.778437545,0.471231006,0.35620244,0.340572557,0.764542936
inability,0.765703248,0.452798663,0.33242294,0.324085147,0.751108647
professor,0.782372299,0.470772443,0.356950984,0.342878865,0.750832408
bank,0.795607383,0.485132456,0.376633068,0.359124867,0.747362576
wound,0.755544427,0.431163642,0.305932614,0.307893485,0.719044975
recognizable,0.750393475,0.424921708,0.297711604,0.302085775,0.716111111
dubbed,0.773572757,0.457025219,0.339433341,0.330603127,0.74
analysis,0.774860495,0.46379281,0.347280109,0.334398034,0.756531406
conditions,0.789097153,0.47841472,0.367411905,0.350895406,0.751528627
trail,0.798683646,0.493884892,0.387219485,0.364965444,0.763626251
childrens,0.824796108,0.528040085,0.432688795,0.403891509,0.762381747
agenda,0.778938332,0.461672474,0.346237854,0.335953347,0.737750557
overlook,0.763628559,0.436754177,0.314584858,0.314664702,0.713649025
hardcore,0.788453284,0.479309738,0.368400311,0.35032175,0.758639911
pool,0.746673344,0.427485853,0.299955513,0.301001821,0.737311768
absorbing,0.792101874,0.490532959,0.38178744,0.357709026,0.780256553
determination,0.792888825,0.482943383,0.373727163,0.355228586,0.754043503
unaware,0.756045214,0.432989691,0.308522173,0.308384652,0.7265625
anthony,0.74638718,0.419708627,0.291298873,0.296965485,0.715401786
composer,0.793818858,0.485724483,0.377079294,0.35703043,0.759486607
legal,0.786378595,0.468115426,0.355636183,0.343799058,0.733258929
plight,0.777793676,0.464851826,0.349614507,0.336157488,0.753210497
prominent,0.751681213,0.427511133,0.301364781,0.303370787,0.72361809
household,0.772857347,0.456614753,0.339224302,0.329138909,0.745251397
establish,0.759479182,0.43419724,0.310868329,0.310693642,0.720670391
fluff,0.787308628,0.479607912,0.368555728,0.349222534,0.765363128
discs,0.843396766,0.570868457,0.485330532,0.439613527,0.813862493
preferred,0.772714265,0.451010886,0.333069844,0.326413207,0.729457798
metal,0.798397482,0.491886044,0.38529421,0.363055629,0.762437116
grain,0.794319645,0.486698804,0.378447986,0.357461317,0.762304251
grant,0.748461869,0.419418758,0.291716656,0.297563261,0.710290828
continuing,0.762913149,0.436969079,0.314997267,0.313735057,0.719641858
huh,0.77879525,0.460572226,0.345374709,0.33460076,0.738668159
curse,0.783803119,0.472231925,0.359672953,0.343060137,0.757422969
update,0.783946201,0.472765363,0.360298583,0.343393355,0.758543417
demanding,0.755687509,0.434883336,0.310866863,0.308595585,0.736134454
checked,0.756188296,0.432567433,0.308434671,0.307746979,0.727731092
someday,0.762555444,0.437933954,0.316057406,0.313834951,0.724369748
bedroom,0.762698526,0.447626978,0.326799046,0.318483412,0.752941176
beer,0.768779511,0.456806723,0.338552519,0.326290516,0.761344538
moody,0.798612105,0.490866341,0.384438133,0.3623498,0.760650224
pathos,0.773572757,0.457583548,0.340755307,0.32954826,0.748318386
afford,0.752611246,0.427672956,0.30218448,0.303357596,0.724621425
surviving,0.784375447,0.472338936,0.360079444,0.343256997,0.75701459
shortcomings,0.748175705,0.419333553,0.291853009,0.296962617,0.713243547
sexually,0.808055516,0.515441575,0.414138385,0.380026631,0.800785634
angel,0.75790528,0.438992042,0.316187067,0.311456128,0.743402583
comparisons,0.777793676,0.464482759,0.349730779,0.334991296,0.757166948
judgment,0.772285019,0.456547721,0.339485991,0.327856793,0.751545812
momentum,0.765417084,0.450477627,0.33094939,0.320916905,0.755480607
absorbed,0.791529546,0.478711986,0.369295205,0.350996852,0.752530934
jaw,0.778723709,0.462554301,0.347915749,0.334674378,0.748593926
commercials,0.790742596,0.480369515,0.370873912,0.351077642,0.760404949
stereotype,0.765917871,0.450268817,0.33094479,0.320958084,0.75407991
mistaken,0.757261411,0.431181894,0.307575465,0.307067813,0.723691615
resemblance,0.754614394,0.426037483,0.301243907,0.303095238,0.716779279
coherent,0.788310202,0.473768451,0.363029211,0.346243826,0.75
interactions,0.774288167,0.460591554,0.344663976,0.330633284,0.758873239
sly,0.77807984,0.465541006,0.351191994,0.335235732,0.761555806
inappropriate,0.775361282,0.458247067,0.342422978,0.330183988,0.748590755
texas,0.786664759,0.468449198,0.356817189,0.342544317,0.740698985
inherent,0.765989412,0.443423515,0.323597687,0.317495127,0.734912578
fairy,0.805694663,0.503110135,0.400400954,0.372124493,0.776397516
likewise,0.76513092,0.441951385,0.32183806,0.31614786,0.73404856
fingers,0.75146659,0.424071618,0.298503554,0.300164281,0.722190853
unbelievably,0.761696952,0.440638119,0.319527406,0.313500597,0.741242938
brutally,0.797324367,0.4844404,0.377584887,0.357315436,0.751977401
exquisite,0.803619974,0.504244176,0.401083137,0.370488323,0.78914641
recording,0.796251252,0.478005865,0.370336459,0.353579176,0.737556561
relax,0.779796824,0.467474048,0.35405188,0.336739781,0.764140271
soldier,0.84074975,0.557279236,0.470418775,0.429754601,0.792420814
nuts,0.770067249,0.44833505,0.330385948,0.321754127,0.739105829
copyright,0.854414079,0.583589114,0.50343851,0.457051282,0.807017544
artificial,0.775361282,0.45505033,0.339264463,0.328078078,0.742355606
debate,0.80834168,0.504347826,0.402740483,0.374553449,0.77180068
acclaimed,0.772213478,0.454046639,0.337346028,0.325547086,0.750141643
slip,0.751251967,0.424051681,0.298781178,0.299555348,0.725623583
acceptance,0.789025612,0.480352423,0.370930568,0.348504219,0.772675737
painting,0.790671055,0.474874372,0.365453372,0.347335259,0.750425411
seldom,0.742452425,0.406919275,0.277622511,0.286742512,0.700510493
widely,0.751108885,0.424863614,0.299695829,0.299813346,0.728871242
trap,0.757976821,0.43285834,0.310349009,0.307161551,0.732690125
clues,0.825368436,0.532285879,0.438521967,0.401793463,0.78830874
lust,0.787952497,0.477433004,0.36751108,0.34629156,0.768444949
flies,0.757118329,0.430273536,0.307318282,0.305383516,0.727995457
sin,0.779152955,0.45139506,0.336541963,0.328504915,0.721181147
performs,0.763986264,0.442265427,0.322354548,0.314877227,0.742759796
realization,0.782658463,0.467950963,0.355670763,0.338313497,0.758659852
ingredients,0.750822721,0.424772915,0.299727422,0.299348231,0.731097214
rainy,0.751108885,0.435318942,0.311563191,0.304565069,0.762798635
troubles,0.752539705,0.429113715,0.305072618,0.30218503,0.739897553
assumed,0.759836887,0.434562911,0.312958637,0.30861244,0.734206033
jane,0.748175705,0.424648578,0.299037438,0.297867462,0.739328401
delighted,0.756760624,0.428763441,0.305803224,0.304099142,0.726651481
assigned,0.789240235,0.478029766,0.368777275,0.346965021,0.768223235
insulting,0.776076692,0.454513768,0.339316029,0.327473631,0.742596811
commitment,0.763914723,0.44668008,0.327502673,0.316464718,0.758974359
refuse,0.765345543,0.436038514,0.316131941,0.312238365,0.722507123
internetreviews,0.955215338,0.844587885,0.818934047,0.748021108,0.969783352
wrap,0.771426527,0.445793582,0.32859804,0.320289133,0.733029093
conviction,0.767921019,0.445659604,0.327511967,0.318126372,0.743867655
truck,0.774288167,0.454812511,0.33929208,0.32622707,0.750713063
visible,0.749821148,0.417651957,0.291890507,0.294920038,0.715345123
notorious,0.762626985,0.444407234,0.324804451,0.314454976,0.757420091
clueless,0.775289741,0.454023987,0.338785939,0.326336832,0.745859509
crush,0.771354986,0.453301403,0.337029063,0.323407371,0.757575758
loser,0.775003577,0.455222588,0.340116449,0.326540755,0.751286449
label,0.761053083,0.430228591,0.308974648,0.306439854,0.721808815
delightfully,0.78101302,0.46514066,0.35278041,0.334674378,0.76231386
netflix,0.777078266,0.456385206,0.342090387,0.32814852,0.749140893
porn,0.818214337,0.523532721,0.427301755,0.389183161,0.79954181
drew,0.754471312,0.421443021,0.297620685,0.298614429,0.715922108
familys,0.803119187,0.496523966,0.393387037,0.364784946,0.77720504
hoot,0.772928888,0.46057104,0.345645599,0.327373762,0.776504298
wing,0.776291315,0.455321373,0.340797225,0.326995246,0.749426606
gems,0.732865932,0.40121873,0.270002906,0.278495102,0.717316514
hatred,0.802904564,0.495328815,0.39213545,0.363832078,0.775674125
lifes,0.774431249,0.452318916,0.337085014,0.324283935,0.747416762
rooting,0.783302332,0.465313327,0.353771545,0.335967372,0.756601607
supernatural,0.8645729,0.598345003,0.523471695,0.474587681,0.809414466
square,0.732865932,0.398130239,0.266671504,0.276781712,0.708955224
celebration,0.763056231,0.445783133,0.326971152,0.314521842,0.765077542
partially,0.750107311,0.420825734,0.296097699,0.295804196,0.728891442
compelled,0.764844756,0.436675236,0.317364482,0.311187103,0.731763354
severe,0.762913149,0.436969079,0.317187689,0.310253317,0.738655945
mask,0.772785806,0.448036149,0.332024289,0.321126059,0.740804598
empathy,0.783946201,0.466242489,0.35505424,0.336651353,0.758045977
receiving,0.763056231,0.434039645,0.314039388,0.30885214,0.729885057
stumbles,0.749320361,0.426889107,0.302691749,0.298353909,0.75
parallel,0.766275576,0.436432638,0.317520719,0.311806754,0.727011494
sooner,0.746601803,0.413381915,0.287031082,0.290367613,0.717241379
legacy,0.782944627,0.461101243,0.349184437,0.333590337,0.74640598
grabs,0.766132494,0.43937575,0.320773891,0.313049853,0.736630247
spoke,0.771140363,0.448353164,0.331981918,0.320197044,0.747556067
forcing,0.767420232,0.435099913,0.316405103,0.311752988,0.719953997
survived,0.784017742,0.464241349,0.352966199,0.335642802,0.752589183
blatant,0.756975247,0.426860132,0.304647811,0.30198138,0.727848101
sings,0.825583059,0.521960784,0.428229644,0.3958953,0.765822785
bravo,0.777006725,0.456305599,0.342340881,0.327409262,0.752589183
judging,0.750178852,0.419161677,0.294528774,0.294667914,0.725806452
pages,0.780583775,0.458222929,0.345506718,0.33044586,0.747119816
kidding,0.770067249,0.443752163,0.326817438,0.317091269,0.738904899
shirt,0.758978395,0.429852767,0.308613335,0.304264494,0.731988473
recomend,0.787594792,0.476274475,0.367274113,0.343162176,0.778097983
stages,0.746816426,0.410068345,0.283671935,0.288461538,0.708933718
convoluted,0.797038203,0.479735925,0.373772241,0.351707448,0.75432526
greed,0.81342109,0.510877719,0.412558111,0.378438455,0.785920369
transformed,0.769280298,0.444826993,0.327935424,0.316899681,0.74595843
conscience,0.786450136,0.466487936,0.356443786,0.337645537,0.75433526
medical,0.820289026,0.517108804,0.421540629,0.387384793,0.777456647
promptly,0.753684361,0.425496412,0.302773122,0.299015009,0.737420474
anyones,0.763628559,0.436754177,0.317715224,0.30964467,0.740890688
ridden,0.776720561,0.449461986,0.335149485,0.323350254,0.736842105
laws,0.777865217,0.453441296,0.339872649,0.325828485,0.74537037
feat,0.773715839,0.44731784,0.332031543,0.320400501,0.740740741
counts,0.750679639,0.418876105,0.294801638,0.294145199,0.727272727
loyalty,0.791458005,0.478626364,0.371293205,0.3461837,0.775202781
subtly,0.780082988,0.459753954,0.347491884,0.329969728,0.757821553
referred,0.751395049,0.420543605,0.29698063,0.295108823,0.731438515
secretly,0.756116755,0.426190877,0.304396231,0.300213422,0.734338747
avoided,0.770854199,0.439937052,0.323339402,0.314893617,0.729698376
rendition,0.793747317,0.480446927,0.374005865,0.348496732,0.773201856
venture,0.752968951,0.413453372,0.289571659,0.292267051,0.706326175
everytime,0.785448562,0.474320771,0.36506478,0.339779006,0.78525827
allen,0.774145085,0.45162411,0.337158474,0.322180917,0.754936121
active,0.761983116,0.425090721,0.304765559,0.302583026,0.714285714
marked,0.744384032,0.415316642,0.289660391,0.289066059,0.737361999
jean,0.792459579,0.474551712,0.367322216,0.344736842,0.761185357
tim,0.748175705,0.414699036,0.28992778,0.290405217,0.725
outing,0.766347117,0.439986283,0.322411225,0.312013619,0.745930233
depression,0.776505938,0.445509407,0.331203158,0.320561941,0.730075625
tiresome,0.762126198,0.428595979,0.308814072,0.304146341,0.725421757
hunting,0.793174989,0.469638598,0.362244475,0.342979636,0.744618965
lush,0.821004436,0.524334601,0.429946659,0.389438012,0.802210588
classes,0.793174989,0.474459189,0.36754586,0.344964314,0.759604191
ruins,0.772928888,0.445686343,0.330489082,0.318363273,0.742724098
astounding,0.787308628,0.4649991,0.355561272,0.336545976,0.752037253
maintains,0.752253541,0.422159186,0.299291614,0.295906433,0.736321304
wore,0.759407641,0.432021618,0.312066213,0.304161712,0.745337995
handling,0.754614394,0.417854718,0.295206281,0.294779693,0.717365967
shift,0.749177279,0.412533512,0.288031479,0.289442746,0.717784257
blank,0.765345543,0.430555556,0.311996156,0.306551298,0.72303207
adore,0.787308628,0.472591804,0.364052415,0.339536069,0.777129522
wet,0.747818,0.412206103,0.287393102,0.288582769,0.721120187
charlie,0.731005866,0.391585761,0.260533497,0.270935961,0.705950992
gallery,0.778938332,0.457132818,0.34484279,0.327048768,0.759043174
anamorphic,0.806052368,0.506642402,0.406566525,0.367961935,0.813084112
implausible,0.795535842,0.479417122,0.373871039,0.348332451,0.768691589
rocky,0.757547575,0.427049873,0.30630728,0.300499643,0.737733645
glued,0.78387466,0.461016949,0.350559605,0.331792501,0.755113968
explicit,0.782014594,0.456184187,0.344801483,0.328281531,0.747368421
rounded,0.762770067,0.436437797,0.318080856,0.307618591,0.750877193
miscast,0.779796824,0.471134021,0.360668726,0.333576642,0.801754386
alan,0.723994849,0.392057989,0.259743777,0.268334771,0.72748538
philosophical,0.808270139,0.495481928,0.395203142,0.365149834,0.770491803
manager,0.782229217,0.461810467,0.351121617,0.330800405,0.764637002
photos,0.781943053,0.459190916,0.348213414,0.32934589,0.758055067
stale,0.776219774,0.450456781,0.337151338,0.32162569,0.751465416
