,acc,f1,kappa,prec,recalls
reflection,0.609028473,0.326887548,0.139661968,0.217826658,0.654662062
staring,0.629059951,0.314787895,0.130216745,0.214904367,0.588148148
trademark,0.67291458,0.34253667,0.172618449,0.241631163,0.588148148
realm,0.673558449,0.346930013,0.177797161,0.244207133,0.598814229
scope,0.689225926,0.369704005,0.207681592,0.261655371,0.629757785
spark,0.635713264,0.338185599,0.158694963,0.229412802,0.643104301
rising,0.641150379,0.323076923,0.142738215,0.222160356,0.591988131
transformation,0.630562312,0.323729701,0.141096631,0.220124666,0.611578427
walls,0.655530119,0.334116996,0.159002536,0.231772832,0.598315998
upcoming,0.650808413,0.332375872,0.155930928,0.22954846,0.602081269
forty,0.650021462,0.323561947,0.145727878,0.224395857,0.579781962
replace,0.687652025,0.348552671,0.183855736,0.249359522,0.578790882
dose,0.640220346,0.316247451,0.135089225,0.217871862,0.576598909
orders,0.708541995,0.363636364,0.206906014,0.265389877,0.577380952
obscure,0.630490771,0.314350192,0.130706007,0.214609389,0.587301587
destined,0.653884676,0.331398563,0.155779815,0.229649492,0.595037221
caliber,0.663757333,0.332196647,0.159315027,0.232636816,0.580725286
chris,0.631349263,0.309156723,0.125262842,0.211676152,0.57306163
justify,0.670625268,0.339265212,0.16920551,0.238450676,0.58776728
accompanied,0.666189727,0.329019269,0.156499785,0.231438398,0.568871208
ben,0.623837459,0.313218391,0.128275142,0.212400354,0.596220786
inept,0.634282444,0.326304692,0.145692837,0.221943349,0.615920398
inevitably,0.638717985,0.322147651,0.142099926,0.220507166,0.597609562
photo,0.651881528,0.319821079,0.142632086,0.222308589,0.569721116
cheese,0.692731435,0.372717979,0.21295464,0.263636364,0.635774788
humble,0.632493919,0.318248175,0.136282842,0.216895803,0.597409068
travels,0.663041923,0.321911892,0.147990755,0.226315789,0.557328016
wealth,0.644727429,0.336805556,0.160374669,0.230025538,0.628614158
critique,0.640363428,0.33160484,0.153428798,0.226110607,0.621635095
cardboard,0.683860352,0.34309499,0.177455782,0.244387971,0.575561097
existed,0.676920876,0.34871647,0.181941862,0.245233266,0.603293413
principal,0.620975819,0.312662169,0.127535898,0.211255259,0.601297405
interests,0.645228216,0.32759322,0.150119698,0.224911562,0.602794411
ruthless,0.717985406,0.403450363,0.254519698,0.289530843,0.665169661
cheek,0.676062384,0.3629713,0.19786593,0.252693438,0.644033949
selfish,0.634282444,0.345454545,0.168206101,0.232305838,0.673489765
energetic,0.665331235,0.342977528,0.172548346,0.238616377,0.609585622
cinemas,0.634640149,0.325274145,0.145103441,0.221164211,0.614578133
murders,0.73844613,0.449729079,0.312044662,0.321844033,0.746253746
distinct,0.648304478,0.315511,0.137338509,0.218683652,0.566216892
keeper,0.631563886,0.307050592,0.123785659,0.210051546,0.5705
hills,0.634854772,0.309710576,0.127658153,0.21223355,0.572786393
steven,0.678780941,0.342798595,0.176156868,0.242242449,0.586086086
repetitive,0.655172414,0.322653176,0.147404243,0.224262551,0.574862293
affecting,0.650522249,0.352722936,0.180600207,0.239776617,0.666833667
angst,0.637716412,0.342679128,0.166260951,0.23125438,0.661322645
unhappy,0.626627558,0.334056399,0.153976477,0.224105461,0.655811623
pile,0.659321791,0.339894649,0.168099746,0.234910902,0.614536341
court,0.64844756,0.328688525,0.15282625,0.225873075,0.60330993
stores,0.650093003,0.321165857,0.144671848,0.22203032,0.580240722
heartbreaking,0.655458578,0.379541355,0.212603316,0.25537448,0.738716148
reads,0.635498641,0.310088016,0.128600767,0.212391022,0.574222668
kevin,0.629203033,0.320974715,0.139631428,0.217237099,0.614343029
spell,0.660251824,0.33008887,0.157353076,0.229591837,0.587054691
segments,0.674130777,0.338224611,0.170091349,0.23803681,0.584044155
sentence,0.635498641,0.32184214,0.14217045,0.218982068,0.606927711
sunday,0.631993132,0.306551631,0.124121473,0.209430834,0.571644042
tony,0.630562312,0.303291959,0.120220312,0.20718894,0.5656769
citizen,0.650379167,0.31736276,0.140979254,0.219601778,0.572004028
route,0.645729003,0.310498468,0.13213549,0.214546854,0.561712846
conflicts,0.624266705,0.335189873,0.155631768,0.223837701,0.667002519
dignity,0.633781657,0.321537442,0.141951229,0.218165468,0.611083123
crappy,0.676420089,0.360525944,0.196391398,0.250540381,0.642641129
trilogy,0.681070253,0.36186659,0.199136392,0.252648411,0.637418053
receives,0.625983689,0.316779927,0.13494204,0.21379432,0.611195159
gory,0.773572757,0.499288087,0.378254772,0.363678267,0.796165489
staff,0.642509658,0.31066354,0.131762758,0.213783938,0.568113017
weakness,0.65202461,0.328176796,0.153992876,0.22589846,0.599697123
billy,0.61382172,0.292158405,0.10420773,0.197342781,0.562342251
oscars,0.652167692,0.337782621,0.164956209,0.231300131,0.625946492
isolated,0.631706968,0.34202454,0.165346435,0.228991956,0.675416456
earnest,0.611103162,0.310152284,0.12442848,0.207118644,0.617171717
tortured,0.646444413,0.352293578,0.180484537,0.237791932,0.679474216
spread,0.659464873,0.31766055,0.144113517,0.221688675,0.56016178
suck,0.669981399,0.347432452,0.180372243,0.241209978,0.62082912
respective,0.640935756,0.330532213,0.154415685,0.224456522,0.626707132
mountain,0.655172414,0.334070185,0.161779178,0.229760547,0.611842105
devoid,0.630705394,0.314475432,0.133851571,0.21317969,0.599190283
president,0.684003434,0.349771824,0.18671936,0.246626531,0.601214575
monsters,0.76005151,0.46473029,0.336291003,0.339314845,0.73721519
uncle,0.638789526,0.300401829,0.119720666,0.206791301,0.548860759
ish,0.629131492,0.318253551,0.137988542,0.214920071,0.612968592
shadows,0.673916154,0.365711105,0.202296533,0.252110514,0.665653495
discovering,0.619258835,0.312580728,0.129376989,0.209778086,0.612968592
battles,0.753255115,0.420822838,0.2860087,0.314745039,0.634751773
urge,0.638288739,0.307966055,0.128277281,0.210990248,0.569908815
cameras,0.657390185,0.334398888,0.16288304,0.230371505,0.609731374
volume,0.656030906,0.329241071,0.156705389,0.227141482,0.598073999
wacky,0.699527829,0.393238948,0.239862962,0.274949495,0.690162272
stole,0.65560166,0.334163209,0.162260287,0.22974515,0.612576065
fatal,0.649377593,0.328722093,0.154618375,0.225182961,0.60851927
jail,0.695736157,0.361890473,0.20374049,0.256923732,0.611872146
accurately,0.674059236,0.341808726,0.175559542,0.238893376,0.600507614
catching,0.644369724,0.30524109,0.126898514,0.210607522,0.554314721
paris,0.615538704,0.317327236,0.134397767,0.211623179,0.634010152
lasting,0.63836028,0.324107501,0.147076759,0.219963702,0.615540884
tea,0.622406639,0.308075511,0.12524636,0.207633858,0.596749619
freak,0.666046645,0.340864163,0.172629789,0.236018772,0.613313008
mesmerizing,0.657390185,0.360870145,0.193396387,0.244705882,0.68699187
pants,0.646158249,0.330717185,0.156439712,0.225378089,0.620934959
woods,0.661253398,0.333755452,0.163484721,0.2307393,0.602948653
absent,0.639576477,0.314744287,0.136801595,0.214856082,0.588205389
earn,0.617541851,0.306794606,0.122904044,0.20591819,0.601423488
noir,0.748604951,0.425253517,0.289695058,0.31340405,0.661241099
useless,0.654385463,0.321774533,0.148323283,0.222222222,0.582909461
insights,0.63399628,0.340211504,0.164849273,0.22788528,0.670905392
stark,0.652096151,0.353410451,0.183909329,0.239200864,0.676335878
phrase,0.646086708,0.31642946,0.140361567,0.217185129,0.582697201
strongest,0.650808413,0.33164453,0.158975781,0.226736566,0.617227319
challenged,0.617327229,0.313614782,0.13110315,0.209569542,0.622833843
menu,0.667405924,0.333858719,0.165504497,0.232164209,0.594084651
owns,0.610530834,0.296640827,0.110240364,0.198650286,0.585415604
channels,0.649592216,0.308582722,0.132570643,0.213351552,0.557368689
bent,0.677850909,0.340606238,0.175808226,0.238858082,0.593367347
styles,0.65059379,0.317114094,0.142548943,0.218412943,0.578571429
executive,0.632207755,0.318621604,0.140194253,0.215180809,0.613578356
suffice,0.664830448,0.32599626,0.156122601,0.226963141,0.578356304
info,0.672413793,0.347441927,0.182212588,0.24100435,0.622256253
succeeded,0.670267563,0.329989824,0.161990211,0.230691057,0.579377233
warn,0.657819431,0.325483007,0.153895615,0.224819793,0.589376915
countries,0.695664616,0.355063675,0.196907986,0.252425092,0.598364844
faster,0.678852482,0.33702555,0.172233193,0.237017034,0.583035258
attacked,0.694734583,0.385069895,0.230396845,0.268111579,0.683026585
dust,0.665903563,0.320430733,0.150382449,0.223917023,0.563171355
nostalgic,0.651738446,0.311651584,0.136978241,0.215360563,0.563682864
sending,0.669194448,0.321397124,0.152373122,0.225308642,0.560388946
pun,0.656102447,0.336691045,0.166558203,0.230449566,0.62467998
uninspired,0.659464873,0.339439356,0.170526308,0.232775029,0.626536885
dramatically,0.657676349,0.340999862,0.171889924,0.233188924,0.634221311
correctly,0.669909858,0.329165455,0.161424468,0.229801056,0.579918033
ego,0.634210903,0.321433311,0.144441028,0.216869628,0.62070733
health,0.639218772,0.322996375,0.147308942,0.218806839,0.616606868
driver,0.624409787,0.306106265,0.125018988,0.206123176,0.594455852
collectors,0.655744742,0.325861586,0.154517386,0.224084778,0.597022587
swear,0.656173988,0.322335025,0.150688722,0.222157434,0.587057011
enthusiasm,0.648376019,0.322349373,0.148966667,0.220275108,0.600719424
gag,0.719344685,0.412636622,0.268254709,0.291147264,0.708119219
warner,0.656245529,0.333287082,0.163342277,0.228196846,0.617798354
gray,0.618114179,0.310870127,0.129508192,0.20751465,0.619341564
wholly,0.634210903,0.324659886,0.148662278,0.218411232,0.632201646
uninteresting,0.63328087,0.318169726,0.14110072,0.214529148,0.615542975
motives,0.660609529,0.352796726,0.186608433,0.240022276,0.665465775
unpredictable,0.633137788,0.33934553,0.165401221,0.226327548,0.677817808
controlled,0.670839891,0.345984364,0.181292318,0.238955429,0.626673532
devices,0.66139648,0.333661833,0.165099297,0.229606665,0.610195675
traveling,0.668479038,0.322910579,0.154738701,0.225372221,0.569294178
nearby,0.627915295,0.316107824,0.137762654,0.212217514,0.619268418
activities,0.630633853,0.309297659,0.130678482,0.208815029,0.5961836
respected,0.650951495,0.327312836,0.155693224,0.223372224,0.612171222
nostalgia,0.672556875,0.316967617,0.149296664,0.222968717,0.547987616
polished,0.631349263,0.305431999,0.126485461,0.206714103,0.584623323
flavor,0.643296609,0.300701262,0.123771313,0.206471495,0.553147575
parent,0.684146516,0.365204889,0.206480665,0.253139326,0.655314757
flashback,0.627772213,0.321200261,0.143889417,0.214909218,0.635518844
wreck,0.629274574,0.309066667,0.130276525,0.208340823,0.598347961
metaphor,0.632207755,0.332597689,0.157897042,0.222164412,0.661331957
depicting,0.66354271,0.345988041,0.179926943,0.236771983,0.642230253
agreed,0.64916297,0.317371938,0.144193711,0.21722561,0.588842975
worker,0.588210044,0.304158607,0.116841324,0.198516648,0.650129199
releasing,0.648805265,0.324852152,0.152693854,0.221326837,0.610335917
proceeds,0.63185005,0.303087757,0.124140268,0.205358781,0.578294574
approaches,0.622263557,0.307813319,0.12761204,0.206181946,0.607032058
visits,0.610888539,0.309508696,0.127309444,0.205115262,0.630299897
rolled,0.65853484,0.317069681,0.146180967,0.219188922,0.572905895
reflects,0.630133066,0.324712644,0.148711545,0.217193779,0.643041904
joined,0.680354843,0.326296743,0.162221913,0.230163795,0.560331434
annoyed,0.667906711,0.329384571,0.162618061,0.228365385,0.590673575
quit,0.655100873,0.3205074,0.149609074,0.220092915,0.589424572
subplots,0.617112606,0.321156773,0.142361202,0.212594458,0.6562986
items,0.67291458,0.322867299,0.15658628,0.226000415,0.565059616
tree,0.667620547,0.327251665,0.160208011,0.227044404,0.585795749
sisters,0.597009586,0.301896146,0.116299056,0.198371336,0.631415241
novels,0.67942481,0.356455551,0.196093958,0.246474677,0.643672199
profile,0.666118186,0.327424701,0.160106241,0.226701257,0.589211618
cup,0.620475032,0.298929563,0.117512089,0.200567477,0.586618257
education,0.635498641,0.331803279,0.15840116,0.222007722,0.65646082
ridiculously,0.661038775,0.331168831,0.163210537,0.227457824,0.608718215
impress,0.649091429,0.312351044,0.13918316,0.213942769,0.578400831
alert,0.672342252,0.342898135,0.179407766,0.236774321,0.621424857
solve,0.718700816,0.377651155,0.230337155,0.271444824,0.620384815
innovative,0.672771498,0.333624709,0.169108768,0.231687576,0.595733611
inspire,0.650808413,0.3236802,0.152801084,0.220543807,0.608016658
bruce,0.68443268,0.339967081,0.179275691,0.238505144,0.591666667
purposes,0.668836743,0.329810337,0.164051617,0.228348035,0.593538301
continually,0.634997854,0.308859388,0.13260802,0.208676551,0.594059406
wave,0.636428674,0.294754371,0.116838283,0.200870059,0.553413236
workers,0.592073258,0.294306931,0.107522229,0.192956832,0.61991658
defense,0.68800973,0.351138223,0.192841884,0.245679783,0.615224192
minus,0.663185005,0.321026824,0.152984518,0.221801515,0.580897704
japanese,0.680998712,0.349525894,0.189419726,0.242559223,0.62526096
threatens,0.632207755,0.307236222,0.130387906,0.207084469,0.594989562
moon,0.659035627,0.316996274,0.147448417,0.218490715,0.577244259
shining,0.647016741,0.314912524,0.14234099,0.214528944,0.591858038
provocative,0.628773787,0.329499935,0.15525102,0.218959299,0.665448852
stress,0.638574903,0.322969713,0.149797085,0.217234541,0.62924282
smoke,0.637716412,0.302479339,0.126212481,0.205425631,0.573368146
wishing,0.633495493,0.30984777,0.133796004,0.208749319,0.600835946
accomplish,0.668479038,0.330346821,0.164903943,0.228326009,0.597178683
testament,0.64265274,0.32563791,0.153849502,0.219512195,0.630423419
desperation,0.605952211,0.31458437,0.133967427,0.206434754,0.66074229
sink,0.63328087,0.303721815,0.127125122,0.205024757,0.585646936
despair,0.644441265,0.347597795,0.179681682,0.231914521,0.693556836
embrace,0.616254114,0.306976744,0.127501489,0.203703704,0.622641509
trained,0.695306911,0.355185466,0.199904745,0.249680715,0.615102255
saga,0.680641007,0.341398643,0.180753862,0.237528228,0.606712113
occurred,0.687938189,0.355877141,0.198831713,0.247687564,0.631882538
peak,0.648232937,0.310668723,0.138505373,0.211976277,0.581322141
wood,0.639934182,0.314585319,0.141237348,0.212394263,0.606299213
fed,0.646158249,0.30883175,0.136028929,0.210436107,0.580052493
stupidity,0.676992417,0.353799914,0.194073516,0.243163486,0.649159664
doors,0.658749463,0.31915501,0.150721106,0.219086812,0.587493431
mile,0.654671627,0.313273581,0.143126003,0.214787359,0.578560168
cake,0.627056804,0.301674481,0.123946632,0.202445164,0.59169732
weapon,0.728788096,0.407007665,0.266846086,0.289690492,0.684016824
heading,0.650522249,0.304230167,0.1320749,0.20859375,0.561809574
healthy,0.621333524,0.304376396,0.1261315,0.202837625,0.609473684
enemies,0.733223637,0.391977825,0.251590816,0.2838923,0.632964718
african,0.59729575,0.295406184,0.111341913,0.193760263,0.621379674
vein,0.623837459,0.30265252,0.124727017,0.202269101,0.600842549
menacing,0.689726713,0.39638135,0.245572069,0.269390844,0.749868352
guarantee,0.655029332,0.316028369,0.146680578,0.216226708,0.586933614
exploring,0.632422378,0.324658254,0.151848936,0.216249343,0.651027939
max,0.659321791,0.309254424,0.140073354,0.213327997,0.561939905
cell,0.674059236,0.336826783,0.174732788,0.23260957,0.610232068
row,0.637430248,0.298837853,0.123413407,0.202550638,0.569620253
nails,0.653240807,0.317035367,0.147634524,0.216262976,0.593667546
popularity,0.659679496,0.316817464,0.148842616,0.217640095,0.582058047
rendered,0.692946058,0.353224834,0.197835507,0.247205231,0.618469657
handles,0.606524539,0.306606152,0.126308143,0.201424549,0.641688654
husbands,0.631063099,0.328428181,0.156073833,0.218015214,0.665435356
remained,0.670911432,0.326697892,0.162761237,0.225956671,0.589540412
unconvincing,0.63685792,0.318474758,0.145944107,0.21350135,0.626518753
miserable,0.593289455,0.300995942,0.11771442,0.196122416,0.646934461
horrors,0.728788096,0.391980754,0.250687093,0.281372323,0.645877378
steady,0.639147231,0.308472717,0.135134528,0.208217657,0.594923321
authority,0.66497353,0.334895611,0.170862969,0.228887595,0.623809524
ear,0.630848476,0.299293862,0.122999909,0.201315309,0.583068783
understands,0.628702246,0.326149052,0.153384284,0.216104611,0.664550265
hungry,0.643868937,0.30299636,0.129983132,0.206016756,0.572486772
prize,0.599942767,0.287824758,0.103890557,0.189501929,0.598200106
wrenching,0.660752611,0.345931034,0.18276753,0.233780761,0.664899258
smiling,0.618114179,0.31511419,0.139072014,0.207818582,0.651458886
goods,0.669265989,0.324813787,0.160782225,0.224103184,0.589920424
faults,0.664401202,0.326296137,0.161335239,0.223710122,0.60265252
clumsy,0.622335098,0.299402787,0.121954814,0.199575372,0.599044079
holiday,0.634353985,0.309790682,0.136253311,0.207714596,0.60913436
masters,0.658034054,0.308849046,0.140286553,0.212199483,0.567180032
casts,0.620260409,0.302863147,0.125526,0.201186529,0.612320765
solution,0.670339104,0.333718913,0.171289047,0.22924116,0.613177471
weapons,0.761983116,0.451984846,0.326969866,0.327446301,0.729399256
switch,0.66783517,0.318508733,0.153604512,0.21999189,0.57682084
jerk,0.609171555,0.302387945,0.123144354,0.198958158,0.629787234
firmly,0.648805265,0.309466873,0.139138879,0.210365271,0.585106383
edward,0.641722707,0.305794289,0.13344187,0.206786652,0.586702128
presenting,0.649949921,0.320322267,0.151731413,0.21677007,0.613297872
screams,0.682071827,0.333733133,0.17427462,0.232310582,0.592336349
population,0.689440549,0.339570972,0.18264183,0.23775032,0.593932943
philosophy,0.635641723,0.315916723,0.143828571,0.211282788,0.625864822
armed,0.712905995,0.381568809,0.235560317,0.268546638,0.658861096
depends,0.671054514,0.327581164,0.164857857,0.225760935,0.596696857
encourage,0.643010445,0.313806381,0.143067011,0.211492122,0.607884923
bridge,0.664830448,0.315558802,0.149914763,0.217347555,0.575692964
emerges,0.630633853,0.300690776,0.12570372,0.201525054,0.592
interestingly,0.658892545,0.308785155,0.140968381,0.212024686,0.568
motivations,0.6628273,0.345507568,0.183492801,0.23357116,0.663466667
authenticity,0.653383889,0.338205163,0.173201711,0.227322806,0.660266667
damaged,0.635284018,0.299917605,0.125845715,0.201923077,0.582710779
safety,0.667763629,0.335051546,0.172825063,0.22891802,0.624666311
wasting,0.647946774,0.315672368,0.146521434,0.2134261,0.605979712
guest,0.629131492,0.306581059,0.132380803,0.204496788,0.612179487
grainy,0.632637001,0.310275353,0.137304624,0.207249237,0.616987179
block,0.638074116,0.299016212,0.12562418,0.201833146,0.576696954
neighborhood,0.603233653,0.296549975,0.116074079,0.194412107,0.624799572
edgy,0.615324081,0.310198845,0.134014001,0.204085078,0.646178514
cried,0.627915295,0.325158946,0.153574752,0.214701851,0.66969535
pseudo,0.655959365,0.306160727,0.137616538,0.209683794,0.56707643
fills,0.663471169,0.316676351,0.151275957,0.217391304,0.582887701
washed,0.629632279,0.287797496,0.111234069,0.193703704,0.559657571
rhodes,0.654027758,0.350523771,0.187854409,0.233996772,0.69823435
farce,0.711546716,0.381025484,0.235238272,0.267111494,0.664346895
sappy,0.656388611,0.349275166,0.186965869,0.233810992,0.690042827
creatures,0.769781085,0.454021038,0.332122812,0.332257263,0.71665774
spring,0.636643297,0.293503964,0.119422683,0.198196506,0.565380493
lands,0.675561597,0.319579895,0.157644119,0.221921234,0.57073955
silliness,0.680712548,0.359959845,0.20438216,0.24574114,0.672561629
strengths,0.637501789,0.312389741,0.141149846,0.209158641,0.616827438
crimes,0.709114323,0.388203431,0.242799954,0.269874477,0.691318328
entitled,0.656173988,0.308090988,0.140272871,0.210588467,0.573726542
pal,0.603448276,0.282087812,0.09991959,0.185963115,0.583914209
sequels,0.714265274,0.402274768,0.259903513,0.279011833,0.720643432
teaching,0.616540278,0.30820857,0.132424096,0.202957675,0.640214477
benefits,0.633781657,0.297323267,0.123337787,0.199778639,0.581008584
lengthy,0.664401202,0.320243443,0.156000772,0.219333069,0.593129361
corrupt,0.710044355,0.377132319,0.230854677,0.264155005,0.658968851
decidedly,0.624552869,0.303609342,0.128867306,0.201621431,0.614393126
ton,0.660466447,0.313963573,0.148086367,0.214794304,0.583243824
fired,0.655959365,0.305358948,0.137416592,0.208810747,0.567974207
underground,0.635999428,0.332633788,0.164533708,0.219986121,0.68172043
performer,0.654528545,0.312989045,0.145889432,0.212765957,0.591715976
refers,0.629846902,0.299105933,0.124970052,0.199891363,0.593867671
folk,0.626341394,0.296565657,0.121451542,0.197772588,0.592572659
slap,0.639648018,0.307628866,0.136747674,0.206571903,0.602260495
legs,0.635927887,0.301824667,0.12952176,0.202466409,0.592672414
disturbed,0.658034054,0.337583149,0.174808885,0.227238806,0.65625
depressed,0.619544999,0.316276678,0.143078306,0.207665035,0.663072776
advertised,0.666833596,0.3050291,0.13994799,0.210895584,0.550943396
boredom,0.634353985,0.309230977,0.137751813,0.206349206,0.61671159
oriented,0.691729861,0.331212168,0.175414785,0.23251253,0.575512406
unsettling,0.686221205,0.364716107,0.211770079,0.249306931,0.679072276
packs,0.641007297,0.304408095,0.133727291,0.204812535,0.592552617
spectacle,0.725997997,0.376830459,0.235245361,0.269678621,0.625269978
johnny,0.644584347,0.305563321,0.135854896,0.206148623,0.590172786
movements,0.656460152,0.314978602,0.149134608,0.21399496,0.59643436
idiotic,0.670124481,0.337214317,0.177298018,0.22972973,0.633711507
manipulative,0.631921591,0.335013571,0.167222899,0.220183486,0.700162075
fascinated,0.667334383,0.336472603,0.175921857,0.228576968,0.637297297
gruesome,0.738303048,0.429862843,0.297534363,0.302014893,0.745405405
possibilities,0.664472743,0.320880394,0.157706024,0.219102235,0.599242834
sloppy,0.653813135,0.317007763,0.151018555,0.2144767,0.607355327
hokey,0.672056088,0.337954939,0.178695556,0.230541872,0.632774473
accents,0.637931034,0.301256385,0.129885866,0.202224282,0.590367965
borrowed,0.670339104,0.317131002,0.154929706,0.218322791,0.579317813
houses,0.627986836,0.293286219,0.118882216,0.195790238,0.584190579
dirt,0.638431821,0.291164095,0.118718826,0.19640492,0.562601626
discussing,0.660251824,0.311838864,0.146898237,0.212774372,0.5835141
suspects,0.727571899,0.374917925,0.23398687,0.268832392,0.619305857
expense,0.661110316,0.312781082,0.148152696,0.213507625,0.584598698
arrogant,0.651237659,0.311537918,0.144624781,0.210616765,0.598156182
desert,0.71040206,0.35024077,0.202073294,0.248689309,0.591969615
vague,0.651523823,0.31750035,0.151537356,0.214015867,0.614758546
writes,0.609886965,0.30614582,0.130660776,0.199966755,0.652740098
mundane,0.618758048,0.308730056,0.135202358,0.202863962,0.645686381
shoulders,0.644226642,0.297896372,0.127729252,0.201335878,0.572436245
matched,0.641794248,0.3138276,0.145385166,0.20993766,0.621269669
throat,0.626198312,0.302496329,0.129480983,0.200566472,0.615092291
internal,0.642223494,0.326101604,0.159582721,0.216884746,0.65689468
behold,0.658821004,0.30267583,0.136435128,0.207082833,0.56219446
blew,0.686507369,0.337666264,0.182187812,0.233926702,0.60673547
dazzling,0.705251109,0.36809816,0.220801748,0.256465057,0.651819663
parties,0.615610245,0.296635685,0.120951728,0.195378514,0.61576087
san,0.607597653,0.278194499,0.098280541,0.183538809,0.574456522
exaggerated,0.632207755,0.303293129,0.13177441,0.20198556,0.608482871
reviewing,0.667620547,0.314951342,0.152468738,0.216019417,0.581066376
counter,0.673916154,0.32031017,0.159938082,0.220624486,0.584330794
amateur,0.620475032,0.291627721,0.116336908,0.193205945,0.594447469
command,0.728645014,0.37809477,0.238271365,0.270403377,0.628337875
layers,0.648876806,0.338722716,0.175832858,0.224986576,0.685013624
atmospheric,0.720990127,0.40312213,0.264242829,0.280212766,0.718102508
buck,0.654600086,0.309891366,0.144188222,0.209996126,0.591057797
difficulty,0.620260409,0.307230488,0.134470303,0.201956074,0.64176663
pushes,0.610816998,0.290373076,0.11337275,0.190843621,0.606870229
jason,0.658821004,0.321910991,0.158787798,0.217692308,0.61756683
underneath,0.630490771,0.300987955,0.129430484,0.200071968,0.607318405
load,0.672342252,0.312518763,0.151414772,0.215394165,0.569163477
proven,0.676062384,0.328986366,0.170804205,0.225655621,0.60688901
university,0.633638575,0.30430648,0.133984995,0.202458424,0.612356479
continuity,0.68951209,0.341626214,0.188107825,0.236405627,0.61563696
shifts,0.631420804,0.30771298,0.137465586,0.203990736,0.62602515
trio,0.624338246,0.288193032,0.11385063,0.191566048,0.581509847
delicious,0.627772213,0.316024714,0.146495892,0.207958478,0.657909141
ashamed,0.624552869,0.283451666,0.10854802,0.188830271,0.568144499
witnessed,0.633781657,0.314817294,0.146206864,0.208362863,0.643678161
lackluster,0.665331235,0.319662595,0.158117983,0.217623762,0.601861993
comparing,0.667906711,0.306957301,0.144348159,0.211001642,0.562979189
insists,0.61747031,0.296354784,0.122185826,0.195012123,0.616986301
guaranteed,0.651452282,0.309915014,0.144214083,0.208978032,0.599452055
vital,0.652596938,0.321218899,0.157378684,0.215572233,0.629934211
buddies,0.643582773,0.300870053,0.132399745,0.202187854,0.587719298
rewarding,0.626198312,0.317796057,0.148492023,0.20856898,0.667214912
disjointed,0.6397911,0.302341693,0.133472501,0.202224282,0.598792536
cards,0.621476606,0.281211792,0.105798111,0.186856833,0.56805708
bay,0.655887824,0.31266076,0.148467704,0.211360124,0.600439078
bite,0.632279296,0.304465494,0.134454005,0.202047414,0.617453348
elegant,0.669122907,0.344622361,0.187493149,0.232282713,0.667398463
gas,0.651452282,0.308543855,0.142949761,0.208038278,0.596924767
citizens,0.673558449,0.329660643,0.171551518,0.225030084,0.616144975
pat,0.585062241,0.275724276,0.093177985,0.178438662,0.606260297
nail,0.678137073,0.328005975,0.170701655,0.22527698,0.602965404
sounding,0.664758907,0.311894273,0.149562423,0.21286831,0.583196046
bathroom,0.635498641,0.316932565,0.149494132,0.209611633,0.649450549
considerably,0.664687366,0.306964365,0.144051581,0.209993931,0.57032967
poetic,0.652382315,0.333196103,0.171291847,0.222059631,0.667032967
vacation,0.626699099,0.293336945,0.120821076,0.194644141,0.595054945
someones,0.644512806,0.301812561,0.134035427,0.202718007,0.590434305
tag,0.668121334,0.311414576,0.149900951,0.213298089,0.576690489
burned,0.648948347,0.30564596,0.139366518,0.205753477,0.594059406
startling,0.638503362,0.317807479,0.151285783,0.210554562,0.647771051
cheer,0.652167692,0.315596847,0.151407285,0.212029506,0.616951018
howard,0.643296609,0.291962511,0.122815109,0.196708764,0.566079295
supported,0.660180283,0.315167243,0.152638393,0.213476563,0.601872247
serial,0.690656746,0.353081987,0.202147907,0.242349558,0.650137741
exploitation,0.640649592,0.32277201,0.157601661,0.213635552,0.659867696
menace,0.671126055,0.362324872,0.208604141,0.242075996,0.719955899
mill,0.661754185,0.309982487,0.147245129,0.210797936,0.585446527
popping,0.687437402,0.335108811,0.181270561,0.231448392,0.606945976
holy,0.662254972,0.322765744,0.161828215,0.218150087,0.620176406
conveys,0.649091429,0.329643296,0.16712235,0.219113372,0.665195808
ambition,0.621405065,0.302950474,0.13144569,0.198996366,0.634307777
lends,0.648948347,0.304267688,0.138170858,0.204770992,0.591836735
bargain,0.640077264,0.294884373,0.125793738,0.197632914,0.580573951
creators,0.691729861,0.344838072,0.193313526,0.23798531,0.625827815
expertly,0.654957791,0.316371368,0.153217271,0.212855236,0.61589404
religion,0.647159823,0.324568611,0.161030096,0.215846995,0.65397351
screens,0.686650451,0.31218593,0.155611121,0.21812596,0.548868029
react,0.633567034,0.305208899,0.136405664,0.202301744,0.621203755
crossed,0.647445987,0.302180685,0.135718422,0.203160701,0.589502762
introduce,0.678924023,0.315018315,0.157145753,0.217537943,0.57079646
demons,0.657175562,0.338852097,0.1795524,0.225735294,0.67920354
desires,0.64408356,0.323957059,0.160129907,0.214697406,0.65965689
duo,0.654457004,0.312944523,0.149660868,0.210566616,0.609080842
examination,0.638288739,0.335960074,0.173011698,0.22017559,0.708587258
inability,0.627199886,0.309892729,0.141173948,0.203584479,0.648558758
professor,0.641794248,0.301965705,0.1349605,0.201638429,0.60099889
bank,0.679353269,0.320291174,0.163632562,0.220321302,0.586340922
wound,0.642724281,0.298398427,0.131154715,0.199736694,0.589672404
