,0
"threaten (begun, extract)",0.6226902679999999
"baptized (baptist, corinthians)",0.621890845
"theory (cap, merely)",0.620803741
"412 (releases, hospital)",0.620785322
"chances (hat, crystal)",0.619706769
"aka (literature, condition)",0.619097137
"transformation (mandate, hostility)",0.618921437
"170 (dozen, represents)",0.617501929
"strings (adopted, mechanisms)",0.617341186
"2nd (already, computing)",0.617143101
"83 (68, 106)",0.61701873
"crossed (ships, columbus)",0.616865741
"321 (218, 1962)",0.616759201
"1024 (640, 4mb)",0.6164918
"punishment (mans, pulling)",0.615995923
"108 (115, 56)",0.6159503129999999
"60s (feels, ps)",0.6158112139999999
"responsibility (granted, foundation)",0.61528877
"123 (105, 61)",0.615250582
"accepted (logic, course)",0.61457103
"225 (consideration, tons)",0.613958198
"106 (105, 83)",0.613787132
"opening (whereas, sides)",0.611928266
"dealership (teh, thatll)",0.611461617
"103 (121, 107)",0.6111000289999999
"ample (tendency, monster)",0.6110971479999999
"50 (general, complete)",0.610641565
"121 (choosing, philadelphia)",0.610066442
"1069 (mlud, wibbled)",0.610011506
"249 (26, 58)",0.609914435
"relates (outcome, impress)",0.609570802
"100 (none, 120)",0.608978671
"1012 (camps, 730)",0.608573334
"accompanying (lied, probable)",0.606473045
"10k (doors, prepared)",0.6060001429999999
"annual (los, 350)",0.6056015929999999
"1986 (july, answering)",0.6055471720000001
"13 (communications, knowing)",0.605435322
"affiliation (neck, wash)",0.604696025
"202 (deck, beats)",0.604501806
"talk (somehow, gets)",0.604446979
"brief (truly, delivery)",0.604376581
"1970 (manufactured, kick)",0.60412112
"adapted (corrected, philip)",0.6031780370000001
"98 (36, 71)",0.602817654
"358 (196, 157)",0.6026334
"garrett (champions, trades)",0.601736132
"davidians (hide, threatening)",0.60158995
"10th (worthwhile, misuse)",0.601372748
"1700 (sister, deck)",0.601164524
"1600 (initially, needless)",0.60114328
"65 (43, 80)",0.600854266
"130 (90, 140)",0.600717461
"22 (dead, 11)",0.60036465
"1982 (1979, stops)",0.59937522
"11 (22, 25)",0.599347923
"sends (catalog, labels)",0.59831099
"reference (dynamic, andor)",0.597386105
"bands (operated, formula)",0.597056557
"studies (demand, needing)",0.59696155
"alomar (rbi, baerga)",0.59641874
"activists (waited, calif)",0.594851228
"midi (ghost, selecting)",0.593497955
"clue (win, sections)",0.59323299
"147 (119, 118)",0.593009687
"333 (potvin, revenues)",0.59294274
"486dx266 (laptop, heater)",0.592102121
"12 (size, 67)",0.591844127
"also (would, version)",0.591524597
"420 (brady, 260)",0.591494635
"syria (fundamentalist, refusal)",0.590838231
"120 (55, 100)",0.589479295
"113 (108, 46)",0.58947464
"swing (speaker, theories)",0.5894182960000001
"boulder (involving, billions)",0.589186377
"159 (sustain, judged)",0.58880145
"beg (resulted, clearing)",0.588779599
"1024x768 (svga, desktop)",0.588626245
"sorts (crystal, detect)",0.588520617
"9mm (vernon, mri)",0.5881489679999999
"39 (61, 37)",0.586437042
"fellowship (annihilation, intellect)",0.5861126839999999
"abroad (engage, trans)",0.585409595
"whether (shot, things)",0.585192824
"macintosh (topics, needing)",0.585078534
"1020 (favour, warfare)",0.58499571
"135 (116, 61)",0.584132495
"193 (threatened, 184)",0.583532041
"rust (cylinder, cleaner)",0.583303945
"spreading (plausible, frankly)",0.583171415
"125 (95, colorado)",0.5830500439999999
"171 (158, 234)",0.582830868
"330 (1500, battle)",0.5828273970000001
"advocated (convenience, scattered)",0.582465163
"transformer (modulation, disconnected)",0.5822108
"1250 (218, 321)",0.582160088
"18 (45, 65)",0.5815683420000001
"speeding (colored, horizon)",0.5810529839999999
"110 (ticket, 99)",0.580586365
"coffee (mild, advocate)",0.580487074
"scaling (interaction, postal)",0.579769556
"124 (136, 119)",0.578913158
"translations (arabic, innocence)",0.578807094
"133 (118, 127)",0.578129839
"expertise (orientation, 1987)",0.578085603
"realizing (encouraging, meat)",0.577853015
"143 (137, 132)",0.577227435
"14th (persistent, misuse)",0.577056662
"127 (118, angry)",0.5768642039999999
"107 (109, 151)",0.576352475
"1280x1024 (noninterlaced, appletalk)",0.5762228770000001
"x11r4 (sco, xlib)",0.576142784
"seem (considering, lose)",0.575718935
"117 (76, 83)",0.5755939999999999
"employee (relating, misunderstand)",0.5752054870000001
"seemed (comment, notes)",0.57414751
"bmp (pixel, console)",0.573998416
"122 (104, 123)",0.573841778
"12mb (megs, download)",0.573600655
"80bit (escrowed, backdoor)",0.572791401
"core (hang, larger)",0.572649582
"plug (loop, complaints)",0.572288027
"concerned (thus, considering)",0.572182355
"375 (peak, 270)",0.571825847
"anywhere (corporation, attempts)",0.571251005
"59 (61, 85)",0.571078623
"132 (131, 138)",0.5709832539999999
"137 (143, 119)",0.57064693
"150 (63, 80)",0.570417906
"answer (quoted, year)",0.570053625
"bikes (classified, squeeze)",0.569642025
"84 (41, 87)",0.569552454
"salt (longterm, realized)",0.568908473
"224 (beats, partners)",0.568710581
"428 (421, 196)",0.568181653
"205 (survival, inability)",0.568092584
"advertise (owns, repair)",0.568007798
"noknock (siege, amesarcnasagov)",0.568007287
"129 (111, 148)",0.567752145
"450 (700, secure)",0.567539993
"134 (116, 107)",0.567330605
"accountability (clearer, evangelical)",0.56724302
"142 (127, oakland)",0.566679434
"324 (pct, 263)",0.566512175
"118 (127, obey)",0.56599877
"131 (132, 138)",0.565887202
"would (fact, military)",0.5658265
"coast (strongly, newspaper)",0.565533894
"buf (chi, nyi)",0.5652492179999999
"accidental (portland, lawyer)",0.56502448
"1500 (island, primarily)",0.564694316
"agenda (jefferson, furthermore)",0.564280876
"tastes (305, terribly)",0.5641460629999999
"major (children, removed)",0.5640985829999999
"29 (41, 93)",0.563787354
"128 (95, added)",0.563752264
"karma (ninja, sexually)",0.563721111
"354 (erase, varying)",0.5635629289999999
"nc (gained, jet)",0.563525288
"8k (hook, yea)",0.5631882579999999
"volunteers (calif, truely)",0.562965167
"115 (108, 56)",0.562648668
"1400 (glenn, morris)",0.562452098
"vulnerable (hence, iron)",0.560409148
"supplier (settle, beauty)",0.560150586
"1300 (pin, strictly)",0.560079711
"35 (55, 19)",0.5593729820000001
"162 (fulfilled, cent)",0.559210403
"nickname (shouting, erik)",0.558838276
"annihilation (perpetual, plains)",0.5587681870000001
"14 (rich, company)",0.558484463
"agricultural (innovative, commander)",0.558409798
"yelling (identifying, wives)",0.55839744
"139 (151, 108)",0.5576832070000001
"15000 (310, harvard)",0.557254934
"145 (141, 132)",0.556798926
"151 (111, 109)",0.556787596
"description (multiple, open)",0.556391372
"agreements (advocated, enemies)",0.556389145
"165 (increasing, circa)",0.556042099
"15 (includes, given)",0.556011393
"anatolia (ottoman, deer)",0.555857544
"reached (extra, narrow)",0.555669701
"156 (beside, 312)",0.555265888
"sinus (candida, nutrition)",0.554869553
"sir (foot, burn)",0.554869553
"155 (robinson, 216)",0.5548538479999999
"1919 (welfare, buses)",0.554375396
"163 (walks, hunt)",0.553973147
"rich (primary, 14)",0.553903678
"turning (bogus, concluded)",0.5530945079999999
"hat (stopping, qualified)",0.552991245
"alliance (lifetime, principles)",0.5529536620000001
"reproduction (rm, arranged)",0.5527581
"apps (requiring, registered)",0.552395896
"111 (129, 151)",0.552308841
"trim (cautious, sticker)",0.552028738
"2600 (cosmic, ghost)",0.551692431
"207 (chambers, rockets)",0.551575986
"19 (35, 60)",0.551400916
"ambassador (shouting, stepped)",0.55127874
"16th (slap, victory)",0.55123562
"discipline (pace, unclear)",0.551108521
"utah (1978, compression)",0.550482458
"71 (53, 98)",0.550455939
"andreychuk (poulin, smythe)",0.550132876
"6000 (3500, 5000)",0.54999808
"ask (one, likely)",0.549859262
"8bit (outputs, everyones)",0.549476029
"716 (argued, regret)",0.548407612
"1952 (1953, factual)",0.548364606
"144k (download, compatable)",0.548332368
"244 (knee, daryl)",0.548301096
"2000 (percent, 67)",0.547837259
"141 (145, 76)",0.547626801
"3000 (slowly, corporation)",0.54757165
"81 (hence, 2000)",0.547492189
"let (position, fact)",0.54741834
"wine (shouting, mature)",0.5474011870000001
"200 (ought, considering)",0.54728661
"157 (196, 137)",0.547222439
"curiosity (faced, agenda)",0.547031581
"179 (jersey, recording)",0.546663032
"collection (friday, department)",0.546648957
"1971 (wisconsin, waited)",0.546290009
"negotiations (saving, refuse)",0.5460627060000001
"136 (74, 124)",0.546044851
"168 (hunt, 163)",0.54597116
"176 (302, 179)",0.5459615210000001
"144 (121, philadelphia)",0.545269499
"campaign (solely, partners)",0.5445395510000001
"breaks (log, morris)",0.54412938
"17 (25, major)",0.5438014520000001
"1914 (turkiye, kars)",0.543649619
"1966 (ltd, enters)",0.543593584
"1200 (fix, fine)",0.543405789
"clues (participants, awarded)",0.5432843039999999
"astronauts (rsa, billboards)",0.54321473
"exits (execution, plausible)",0.54305043
"vl (awards, mario)",0.54301995
"1948 (financially, consumed)",0.542793813
"1900 (familiar, collective)",0.542772195
"birthday (paths, pushed)",0.542736594
"booted (infants, testimony)",0.542709247
"272 (276, cherry)",0.54244484
"282 (legally, husband)",0.542345714
"160 (67, 1400)",0.542066421
"288 (landed, 8)",0.542016006
"address (text, ask)",0.541886602
"written (evidence, fact)",0.5415211320000001
"148 (109, 129)",0.541025572
"wood (listing, socalled)",0.540988658
"azerbaijan (karabakh, azeri)",0.540897706
"altitude (booster, ir)",0.540808353
"advances (tables, spectrum)",0.540121761
"1976 (treat, dual)",0.539886733
"cite (disaster, weather)",0.539829087
"1973 (badly, si)",0.5397760739999999
"bumper (remarkably, sticks)",0.539727694
"hills (walked, realized)",0.539554011
"15th (occupied, 2030)",0.5395463420000001
"db (focus, speeding)",0.539106935
"consensus (mouth, comprehensive)",0.538982458
"169 (216, deeper)",0.538781927
"1968 (statistics, hammer)",0.5386570479999999
"coordinated (advocate, noting)",0.538268815
"200000 (zones, stomach)",0.5381879310000001
"153 (stole, gloves)",0.537996545
"tartar (tartars, rawlinson)",0.53751445
"prayed (commanded, pursued)",0.5373175920000001
"pixel (console, cartridges)",0.537265452
"1918 (ankara, 608)",0.537040188
"lands (funds, chair)",0.5369819889999999
"candidates (began, assumption)",0.536129905
"wondering (maximum, setting)",0.536123981
"applying (partners, girls)",0.535644915
"adobe (rgb, patch)",0.535208076
"adaptor (scanning, radius)",0.534993484
"accelerator (task, condition)",0.534884254
"hughes (gathering, shame)",0.534403985
"medication (inconvenient, sermon)",0.53440315
"suppress (actively, occured)",0.534117233
"184 (243, 331)",0.53402359
"surprisingly (requesting, enormous)",0.534023096
"150000 (regions, plots)",0.5332871220000001
"solid (reduce, somehow)",0.533260766
"artificial (billion, reserve)",0.5327029910000001
"16 (17, parts)",0.532687143
"1983 (gordon, dollar)",0.532284112
"suspension (2, reverse)",0.532187984
"caucasian (rawlinson, irgun)",0.532091798
"1923 (struggling, construed)",0.532017857
"station (ad, references)",0.53146149
"asking (guarantee, finish)",0.531291508
"138 (132, 131)",0.531121455
"certainly (presented, alone)",0.531029654
"140 (116, granted)",0.53099554
"alaska (publisher, asia)",0.530991612
"250 (responsible, cables)",0.530860422
"161 (saved, mac)",0.530820622
"rejected (consideration, corporation)",0.5308023239999999
"1800 (agenda, heavily)",0.53072371
"blame (names, presented)",0.5306129239999999
"pathology (med, compromised)",0.530518024
"20000 (speakers, individually)",0.530512015
"182 (131, 137)",0.530285351
"camps (cent, profession)",0.530219942
"1944 (1952, parliamentary)",0.530203385
"1950s (picking, projects)",0.52994156
"executables (shells, openwindows)",0.52942812
"detects (generating, separation)",0.52938609
"tracing (incoming, goodness)",0.5290892779999999
"wrote (playing, whenever)",0.528984514
"20mb (novell, tseng)",0.5288658039999999
"ati (vlb, tseng)",0.528542484
"189 (rockets, 214)",0.528454854
"27 (104, 123)",0.52835185
"thirdparty (buggy, eps)",0.528351722
"yards (shoes, monster)",0.528347194
"175 (whos, fair)",0.528316545
"1985 (estimated, davis)",0.5281641779999999
"900 (waste, advantage)",0.528150859
"flip (delete, miles)",0.52793721
"tranny (volvo, cruiser)",0.5278878810000001
"181 (upto, emerson)",0.527768518
"fires (sink, encouraging)",0.527705215
"172 (177, 500000)",0.5276800460000001
"attached (finally, entirely)",0.527552252
"195 (240, doors)",0.5275063729999999
"1974 (struck, native)",0.527107636
"rainer (unconstitutional, executable)",0.5264774170000001
"xyz (justifies, eavesdropping)",0.526430284
"146 (148, 132)",0.52638271
"186 (162, 196)",0.526253375
"216 (walks, deeper)",0.526153567
"1990 (equivalent, controls)",0.52577965
"bullets (stage, associated)",0.525592802
"accountable (perceive, imposed)",0.525159557
"vincent (spite, minus)",0.524420006
"animated (trivial, insure)",0.524358504
"technical (third, relevant)",0.5242578689999999
"defending (tactics, thrown)",0.524175834
"beautiful (college, min)",0.524053921
"30s (substitute, permits)",0.523720471
"cdrom (inch, connections)",0.523597712
"short (reading, concerned)",0.523526214
"availability (canadian, 225)",0.523275919
"16mb (33mhz, multitasking)",0.523232065
"64bit (isdn, correctness)",0.522967284
"british (rid, rubber)",0.522932061
"152 (143, 138)",0.522778729
"across (opposite, went)",0.522752035
"accelerated (density, connections)",0.5226702639999999
"185 (lamp, 282)",0.5225470489999999
"clark (deeper, salary)",0.522454329
"154 (briefed, 171)",0.522164603
"animals (taking, opinion)",0.522078146
"alt (cryptography, debug)",0.521972805
"adjustment (loading, reduces)",0.521962909
"honda (quest, rev)",0.521961004
"80s (biased, imo)",0.521884386
"child (financial, aside)",0.521880301
"1916 (republics, astronomers)",0.52163279
"approximate (estimate, indicators)",0.52156969
"cica (corel, xview)",0.521447756
"moderate (examination, warnings)",0.521171121
"rep (directed, layer)",0.521073485
"skin (determining, salt)",0.521012957
"600 (shame, linear)",0.520984302
"7000 (focus, maintains)",0.520694256
"adequately (pissed, sounded)",0.520589858
"account (knowing, describes)",0.520426124
"challenging (promotion, worn)",0.520422109
"238 (393, licence)",0.520403821
"1913 (policemen, brass)",0.520225997
"atlantic (marketing, candidates)",0.520205515
"apparently (weight, totally)",0.5201940820000001
"286 (retrieve, camps)",0.520121003
"220 (recording, pissed)",0.520102934
"177 (172, evaluating)",0.5198566379999999
"admin (flawed, soup)",0.519565344
"outline (oliver, henry)",0.519347122
"agriculture (sponsor, computation)",0.5192925589999999
"233 (deposited, dominated)",0.519162186
"cs (mad, twist)",0.5190911460000001
"535 (biases, analogous)",0.5190232889999999
"aug (patience, locally)",0.518911562
"misunderstand (regret, attend)",0.518640612
"cups (530, cellular)",0.518516905
"430 (incorporate, participated)",0.518315156
"1926 (tartar, hartill)",0.5182858779999999
"280 (700, visit)",0.518213068
"1975 (yale, hunter)",0.5180734920000001
"water (make, evidence)",0.51803966
"strongest (bench, practices)",0.518029926
"1980 (1978, responding)",0.5178542620000001
"sticking (identifying, declare)",0.517765759
"corrected (replying, permits)",0.517417938
"199293 (johansson, rookie)",0.517302501
"scientific (authors, marks)",0.517204224
"269 (215, 369)",0.516806787
"andre (aix, prophecy)",0.516381702
"190 (turner, angry)",0.516064242
"1960 (establishment, lifted)",0.515987549
"1920 (pulse, accord)",0.515605856
"66 (67, 39)",0.515302673
"1970s (agencies, approval)",0.515036614
"outstanding (habit, coin)",0.514715566
"overall (costs, operate)",0.514715566
"1961 (grief, difficulties)",0.514603778
"assembly (careful, vary)",0.514370024
"1958 (pressures, rocket)",0.513913897
"pragmatic (999, decisive)",0.513785241
"attributes (outer, welcomed)",0.513602286
"atlas (midst, criticizing)",0.513416821
"1959 (howling, communists)",0.5134108479999999
"25mhz (observing, sits)",0.5130012310000001
"5v (multimedia, hz)",0.512828701
"217 (clutch, bodily)",0.512780748
"expiration (dissemination, callback)",0.512339985
"act (noted, therefore)",0.51226059
"roenick (shanahan, lafontaine)",0.512247612
"jackson (serve, metal)",0.512170583
"21 (35, 60)",0.5119592589999999
"18084tmibmclmsuedu (wk, circumference)",0.511729879
"baseman (xor, fielder)",0.511722806
"attempted (resort, situation)",0.511530167
"accurate (subsequent, hmm)",0.511511901
"263 (331, 218)",0.511476406
"adapters (buggy, cent)",0.511337565
"disclosed (rome, founder)",0.511132787
"accessory (aftermarket, pirates)",0.510981051
"1988 (appear, 1991)",0.51078982
"222 (tactic, stole)",0.5107769879999999
"1964 (collapse, guest)",0.510740196
"devoted (damned, creation)",0.5107164160000001
"28th (baker, kicked)",0.510574298
"allowed (started, talk)",0.5103599010000001
"examine (tremendous, participation)",0.510307949
"33 (dead, works)",0.510262497
"800 (interested, front)",0.510220734
"246 (347, 366)",0.509835933
"47 (37, 61)",0.5096127229999999
"24x (speedstar, tsr)",0.509563193
"respectively (dropping, amateur)",0.5094112270000001
"1967 (clearing, disabling)",0.509218171
"annoy (convenience, mailbox)",0.5091842520000001
"201 (700, 97)",0.509082218
"1b (consecutive, prospects)",0.509039231
"bye (increasing, mill)",0.508841871
"180 (ya, inner)",0.508816623
"assignment (simplified, integral)",0.508689567
"1951 (40000, hero)",0.508615804
"lasting (estimate, wisconsin)",0.508355851
"80 (89, 65)",0.508224319
"400 (initial, forms)",0.508177969
"traded (hits, 80s)",0.508021641
"1962 (323, 96)",0.507989802
"abstract (contemporary, arranged)",0.5078876
"210 (depending, capacity)",0.507833463
"banning (insure, protects)",0.507710816
"apples (setting, aint)",0.507640717
"necessity (rendering, encouraging)",0.5075927579999999
"1972 (calm, continually)",0.50749518
"403 (buffalo, describe)",0.5074654820000001
"satisfied (attempting, rumor)",0.507460794
"errors (start, shes)",0.507088358
"630 (530, rounds)",0.506883533
"423 (jets, telnet)",0.506620771
"810 (recognition, beautiful)",0.50650675
"detroit (118, angry)",0.506437722
"196 (drew, deliberate)",0.506349261
"69 (52, 67)",0.506339119
"warned (popular, flash)",0.50620445
"415 (contributions, largely)",0.506045277
"2b (132, 138)",0.505992114
"75 (35, 92)",0.505890096
"3500 (6000, offices)",0.505751913
"24 (input, 48)",0.5057278070000001
"299 (demonstrate, 6)",0.505599117
"conviction (trend, knock)",0.505449055
"acknowledged (speculate, approved)",0.505418288
"buddy (france, explains)",0.505377946
"damphousse (smythe, selanne)",0.5053194120000001
"signature (mechanisms, handles)",0.505274504
"612 (walks, 153)",0.505179743
"367 (misunderstood, inflammatory)",0.505040347
"asalasdpaarf (rawlinson, revisionism)",0.504795592
"businesses (conferences, relatives)",0.504569543
"bibliography (swallow, lend)",0.5045005370000001
"1981 (visit, presumably)",0.5044405820000001
"1963 (poles, accountable)",0.5044073139999999
"articles (previous, somehow)",0.504311327
"stop (someone, getting)",0.504151603
"248 (1250, 246)",0.504107974
"1978 (1985, 1979)",0.503966705
"alarm (blast, drill)",0.503887335
"agreement (acquire, march)",0.503784998
"easter (agrees, occuring)",0.503653156
"410 (proposals, switzerland)",0.503578637
"opposite (till, conflict)",0.503438331
"aimed (odd, ps)",0.503251667
"1991 (passes, 1988)",0.503048296
"1953 (1952, parliamentary)",0.502852932
"203 (151, strategy)",0.502687205
"198 (jersey, resulted)",0.502615734
"chips (seems, might)",0.502311445
"1993 (list, id)",0.502205875
"balloon (inappropriate, convenience)",0.5020543120000001
"sgi (hackers, openwindows)",0.502050601
"2030 (15th, prevail)",0.501974173
"wounded (atrocities, declaring)",0.5019436820000001
"armenians (armenian, azerbaijan)",0.501764395
"1987 (cite, conventional)",0.501748954
"regard (forward, future)",0.5017222139999999
"allah (revelations, nonexistence)",0.501709297
"32bit (disk, instructions)",0.501677356
"completely (extremely, field)",0.501532905
"227 (163, 190)",0.501415347
"card (white, totally)",0.501302632
"tried (agree, help)",0.501258557
"199 (240, specified)",0.501213858
"312 (vancouver, poll)",0.501203969
"advanced (enhanced, absolutely)",0.5010381420000001
"cultural (february, victory)",0.500842535
"1965 (wishing, adjusting)",0.500835878
"profession (cent, regret)",0.500699363
"agrees (deeper, resident)",0.500597101
"clause (replying, corrected)",0.5004662089999999
"23 (350, comparing)",0.49998468100000004
"260 (358, 158)",0.499784281
"folk (traces, meetings)",0.49976819
"86 (99, 68)",0.49956021100000003
"amp (amps, amplifier)",0.499408164
"additional (spent, considering)",0.49933206
"atari (sync, sits)",0.499093191
"alarms (investigators, purchases)",0.49904595399999996
"indigo (janet, gov)",0.498854332
"citing (blind, addressed)",0.498627346
"consequently (solely, eternity)",0.498590666
"1934 (justifies, warfare)",0.49842190399999997
"arent (thinks, west)",0.498187006
"365 (238, 323)",0.498157804
"touching (editorial, nowhere)",0.49809466
"311 (treated, 510)",0.498089654
"219 (suspension, 150)",0.498074081
"contradictory (mentions, inserted)",0.497662758
"1995 (miscellaneous, definitive)",0.497606796
"508 (measurement, conjunction)",0.497430215
"1969 (1960s, executive)",0.497232912
"extensions (literature, expressing)",0.497208383
"flame (worse, serve)",0.49698076799999996
"386 (pin, spec)",0.49692071
"320 (trading, seattle)",0.496890705
"barrasso (nyi, whalers)",0.496796963
"316 (278, briefing)",0.49658118100000004
"adjusting (terrific, sooner)",0.496555065
"age (hot, throw)",0.49651175299999994
"167 (310, 225)",0.496353845
"240 (initial, battle)",0.496253337
"19th (damages, criticizing)",0.49606024
"cabinet (conservative, borrow)",0.496058745
"212 (1988, amazing)",0.49557185
"mr (call, woman)",0.495513331
"245 (sustain, knee)",0.49537338399999997
"mount (replacing, bogus)",0.495303638
"347 (366, 208)",0.495165194
"50mhz (ohms, modulation)",0.495083881
"206 (tor, diplomatic)",0.494864129
"255 (fielder, uuencoded)",0.494810552
"995 (5, tons)",0.49478450700000004
"opposing (cover, probability)",0.49476576299999997
"assists (consecutive, ott)",0.49471534
"64 (playing, recent)",0.494280156
"290 (insure, teh)",0.49425338399999996
"34 (41, 28)",0.494210553
"41 (87, 84)",0.49401763600000004
"213 (92, 480)",0.49392255399999996
"33mhz (multitasking, reboot)",0.49384726
"purchases (soil, investigators)",0.493845582
"isolated (influence, correlation)",0.493778833
"accessible (capabilities, calls)",0.49367965799999997
"25th (foremost, sponsored)",0.493424876
"described (room, forget)",0.49321944
"256k (deskjet, 12mb)",0.49317942600000003
"214 (colorado, answering)",0.493162618
"bow (punish, guilt)",0.49312060700000004
"ambiguous (theology, conscious)",0.49304711100000004
"rests (charm, horsepower)",0.492735039
"distribution (meet, absolutely)",0.492672595
"16bit (retrieve, 640x480)",0.492645796
"additionally (students, heavily)",0.49250696299999996
"149 (52, 69)",0.49245136799999994
"advocate (refuses, patience)",0.492275287
"committed (wonderful, hardly)",0.49221428100000003
"accurately (indication, compensate)",0.492068922
"226 (turkeys, 184)",0.491869218
"386sx (emulation, 4mb)",0.491837206
"similar (equivalent, similarly)",0.491819624
"accidentally (proceed, addressed)",0.49155506200000004
"crack (addressed, agencies)",0.491478791
"celestial (priesthood, baptist)",0.49119265100000004
"fame (starters, salary)",0.49117965
"advantage (ran, suspect)",0.491137685
"listened (jokes, honestly)",0.491137631
"pre (incident, releases)",0.491052324
"buck (publicly, contributions)",0.491048434
"276 (272, 345)",0.491029645
"cast (drunk, ongoing)",0.49081247299999997
"effective (tells, issues)",0.49062509299999996
"worship (kenneth, resulted)",0.490610559
"repeated (hasnt, flash)",0.49047503600000003
"rapidly (hidden, processes)",0.490389242
"consent (opposition, cute)",0.49030174600000004
"338 (knee, wound)",0.490165429
"fighters (moses, ashes)",0.490058685
